r_kpc,vobs,verr,vgas,vdisk,vbul,v_bary,v_qds_component,v_model,res_bary,res_qds,res_bary_norm,res_qds_norm
0.92,234.0,12.0,-5.19,121.44,254.98,282.470193294797,0.0,282.470193294797,-48.47019329479701,-48.47019329479701,-4.0391827745664175,-4.0391827745664175
2.32,192.0,12.0,-10.42,280.89,185.98,337.04054489037367,0.0,337.04054489037367,-145.04054489037367,-145.04054489037367,-12.086712074197806,-12.086712074197806
3.24,212.0,6.3,-11.44,325.09,158.37,361.794746506911,0.0,361.794746506911,-149.794746506911,-149.794746506911,-23.776943889985873,-23.776943889985873
4.17,223.0,4.41,-11.64,311.44,139.66,341.5190753091253,0.0,341.5190753091253,-118.5190753091253,-118.5190753091253,-26.875073766241563,-26.875073766241563
5.1,222.0,4.01,-11.54,293.95,126.35,320.16260962204814,0.0,320.16260962204814,-98.16260962204814,-98.16260962204814,-24.479453771084327,-24.479453771084327
6.03,224.0,3.85,-11.44,280.55,116.3,303.9158865541583,0.0,303.9158865541583,-79.9158865541583,-79.9158865541583,-20.75737313095021,-20.75737313095021
6.96,224.0,3.23,-9.02,271.7,108.06,292.53925206713717,0.0,292.53925206713717,-68.53925206713717,-68.53925206713717,-21.2195826833242,-21.2195826833242
7.89,226.0,3.4,6.44,260.33,101.6,279.5277132951221,0.0,279.5277132951221,-53.52771329512211,-53.52771329512211,-15.743445086800621,-15.743445086800621
8.8,226.0,3.21,16.24,254.4,96.17,272.4550724431461,0.0,272.4550724431461,-46.45507244314609,-46.45507244314609,-14.471985184780715,-14.471985184780715
9.73,227.0,2.75,25.64,241.26,91.46,259.2850338912757,0.0,259.2850338912757,-32.2850338912757,-32.2850338912757,-11.740012324100256,-11.740012324100256
10.64,227.0,2.65,32.27,231.49,87.46,249.55605502571962,0.0,249.55605502571962,-22.556055025719616,-22.556055025719616,-8.511718877630043,-8.511718877630043
11.58,224.0,2.35,35.44,224.36,83.84,242.12093837584558,0.0,242.12093837584558,-18.120938375845583,-18.120938375845583,-7.711037606742801,-7.711037606742801
12.52,220.0,2.43,42.18,213.5,80.63,232.08317323752706,0.0,232.08317323752706,-12.083173237527063,-12.083173237527063,-4.9724992747024945,-4.9724992747024945
13.46,218.0,2.3,46.37,208.0,77.76,226.8497178750725,0.0,226.8497178750725,-8.849717875072514,-8.849717875072514,-3.8477034239445715,-3.8477034239445715
14.4,217.0,2.77,49.33,200.84,75.18,220.0504189952839,0.0,220.0504189952839,-3.0504189952839056,-3.0504189952839056,-1.1012342943263198,-1.1012342943263198
15.33,216.0,4.43,49.33,193.84,72.86,212.87548966473335,0.0,212.87548966473335,3.124510335266649,3.124510335266649,0.7053070734236229,0.7053070734236229
16.27,210.0,4.47,47.29,188.07,70.73,206.4204493261266,0.0,206.4204493261266,3.579550673873399,3.579550673873399,0.8007943341998656,0.8007943341998656
17.11,208.0,4.35,45.04,182.56,68.97,200.283838838784,0.0,200.283838838784,7.716161161216007,7.716161161216007,1.7738301520036799,1.7738301520036799
