run_id,galaxy,npts,chi2_bary,chi2_qds,redchi2_bary,redchi2_qds,imp_chi2_clip0,imp_redchi2_clip0,v0,lam,AICc_bary,AICc_qds,AICc_win,BIC_bary,BIC_qds,BIC_win,n,improve_pct,out_csv
qds_fit_out_flatboost_20251213_003324,F568-3,18,273.719,22.1372,15.2066,1.38357,91.91243574614843,90.90151644680599,107.586,6.68302,273.719,26.9372,1,273.719,27.91794351579233,1,18,90.902,/data/data/com.termux/files/home/OMEGA_EMPIRE/UV_QDS/data/rotmods_rc/qds_fit_out_flatboost_20251213_003324/F568-3_QDS_bestfit.csv
qds_fit_out_flatboost_20251213_003324,F568-V1,15,473.529,0.807033,31.5686,0.0620795,99.82957052260791,99.80335048117433,106.646,2.1998,473.529,5.807033,1,473.529,6.22313340220442,1,15,99.803,/data/data/com.termux/files/home/OMEGA_EMPIRE/UV_QDS/data/rotmods_rc/qds_fit_out_flatboost_20251213_003324/F568-V1_QDS_bestfit.csv
qds_fit_out_flatboost_20251213_003324,F571-8,13,1600.76,522.334,123.135,47.4849,67.3696244283965,61.436715799732006,239.385,16.4337,1600.76,527.534,1,1600.76,527.4638987149231,1,13,61.437,/data/data/com.termux/files/home/OMEGA_EMPIRE/UV_QDS/data/rotmods_rc/qds_fit_out_flatboost_20251213_003324/F571-8_QDS_bestfit.csv
qds_fit_out_flatboost_20251213_003324,F571-V1,7,206.228,0.427007,29.4612,0.0854015,99.79294421708013,99.71012212672939,80.3965,4.69629,206.228,7.427007,1,206.228,4.318827298110627,1,7,99.710,/data/data/com.termux/files/home/OMEGA_EMPIRE/UV_QDS/data/rotmods_rc/qds_fit_out_flatboost_20251213_003324/F571-V1_QDS_bestfit.csv
qds_fit_out_flatboost_20251213_003324,F574-1,14,889.951,3.76058,63.5679,0.313382,99.57743965679009,99.5070121869686,84.4094,2.94483,889.951,8.85148909090909,1,889.951,9.038694659230517,1,14,99.507,/data/data/com.termux/files/home/OMEGA_EMPIRE/UV_QDS/data/rotmods_rc/qds_fit_out_flatboost_20251213_003324/F574-1_QDS_bestfit.csv
qds_fit_out_flatboost_20251213_003324,F574-2,5,3.35699,3.35699,0.671398,1.119,0.0,0.0,0.0,0.2,3.35699,13.35699,0,3.35699,6.575865824868201,0,5,-66.667,/data/data/com.termux/files/home/OMEGA_EMPIRE/UV_QDS/data/rotmods_rc/qds_fit_out_flatboost_20251213_003324/F574-2_QDS_bestfit.csv
qds_fit_out_flatboost_20251213_003324,F579-V1,14,192.098,0.441744,13.7213,0.036812,99.77004237420485,99.7317163825585,84.3113,0.775107,192.098,5.532653090909091,1,192.098,5.719858659230517,1,14,99.732,/data/data/com.termux/files/home/OMEGA_EMPIRE/UV_QDS/data/rotmods_rc/qds_fit_out_flatboost_20251213_003324/F579-V1_QDS_bestfit.csv
qds_fit_out_flatboost_20251213_003324,F583-1,25,905.976,8.34642,36.239,0.362888,99.078737185091,98.99862578989487,83.2756,3.93819,905.976,12.891874545454545,1,905.976,14.7841716497364,1,25,98.999,/data/data/com.termux/files/home/OMEGA_EMPIRE/UV_QDS/data/rotmods_rc/qds_fit_out_flatboost_20251213_003324/F583-1_QDS_bestfit.csv
qds_fit_out_flatboost_20251213_003324,F583-4,12,209.296,3.52223,17.4413,0.352223,98.31710591697882,97.98052324081348,55.1854,2.56578,209.296,8.855563333333334,1,209.296,8.492043299576,1,12,97.981,/data/data/com.termux/files/home/OMEGA_EMPIRE/UV_QDS/data/rotmods_rc/qds_fit_out_flatboost_20251213_003324/F583-4_QDS_bestfit.csv
qds_fit_out_flatboost_20251213_003324,IC2574,34,7407.34,86.2142,217.863,2.69419,98.83609770848913,98.76335587043233,134.025,18.7995,7407.34,90.60129677419356,1,7407.34,93.26692104923232,1,34,98.763,/data/data/com.termux/files/home/OMEGA_EMPIRE/UV_QDS/data/rotmods_rc/qds_fit_out_flatboost_20251213_003324/IC2574_QDS_bestfit.csv
qds_fit_out_flatboost_20251213_003324,IC4202,32,1850.47,1622.87,57.8273,54.0957,12.299577945062614,6.453007489542137,275.862,40.0,1850.47,1627.2837931034483,1,1850.47,1629.8014718055992,1,32,6.453,/data/data/com.termux/files/home/OMEGA_EMPIRE/UV_QDS/data/rotmods_rc/qds_fit_out_flatboost_20251213_003324/IC4202_QDS_bestfit.csv
qds_fit_out_flatboost_20251213_003324,KK98-251,15,228.241,4.55582,15.2161,0.350448,98.00394320038906,97.6968605621677,52.6556,3.93819,228.241,9.55582,1,228.241,9.97192040220442,1,15,97.697,/data/data/com.termux/files/home/OMEGA_EMPIRE/UV_QDS/data/rotmods_rc/qds_fit_out_flatboost_20251213_003324/KK98-251_QDS_bestfit.csv
qds_fit_out_flatboost_20251213_003324,NGC0024,29,1588.69,15.9766,54.7823,0.591725,98.99435383869728,98.9198609769944,94.4302,1.28673,1588.69,20.438138461538458,1,1588.69,22.711191659972947,1,29,98.920,/data/data/com.termux/files/home/OMEGA_EMPIRE/UV_QDS/data/rotmods_rc/qds_fit_out_flatboost_20251213_003324/NGC0024_QDS_bestfit.csv
qds_fit_out_flatboost_20251213_003324,NGC0055,21,1263.1,47.1989,60.1477,2.48415,96.26324914891931,95.86991688792756,84.3862,7.06207,1263.1,51.865566666666666,1,1263.1,53.28794487544685,1,21,95.870,/data/data/com.termux/files/home/OMEGA_EMPIRE/UV_QDS/data/rotmods_rc/qds_fit_out_flatboost_20251213_003324/NGC0055_QDS_bestfit.csv
qds_fit_out_flatboost_20251213_003324,NGC0100,21,473.5,7.80928,22.5476,0.411015,98.3507328405491,98.17712306409551,123.397,9.0488,473.5,12.475946666666667,1,473.5,13.898324875446846,1,21,98.177,/data/data/com.termux/files/home/OMEGA_EMPIRE/UV_QDS/data/rotmods_rc/qds_fit_out_flatboost_20251213_003324/NGC0100_QDS_bestfit.csv
qds_fit_out_flatboost_20251213_003324,NGC0247,26,4174.91,74.5328,160.573,3.10553,98.2147447489886,98.06596999495557,70.3685,2.52003,4174.91,79.05453913043478,1,4174.91,81.04899307604296,1,26,98.066,/data/data/com.termux/files/home/OMEGA_EMPIRE/UV_QDS/data/rotmods_rc/qds_fit_out_flatboost_20251213_003324/NGC0247_QDS_bestfit.csv
qds_fit_out_flatboost_20251213_003324,NGC0289,28,2037.15,65.6466,72.7553,2.52487,96.77752742802444,96.52964113954586,147.172,16.669,2037.15,70.12660000000001,1,2037.15,72.31100902035041,1,28,96.530,/data/data/com.termux/files/home/OMEGA_EMPIRE/UV_QDS/data/rotmods_rc/qds_fit_out_flatboost_20251213_003324/NGC0289_QDS_bestfit.csv
qds_fit_out_flatboost_20251213_003324,NGC0300,25,2506.84,10.0041,100.273,0.434963,99.60092786137128,99.56622121608011,89.9599,3.93819,2506.84,14.549554545454544,1,2506.84,16.4418516497364,1,25,99.566,/data/data/com.termux/files/home/OMEGA_EMPIRE/UV_QDS/data/rotmods_rc/qds_fit_out_flatboost_20251213_003324/NGC0300_QDS_bestfit.csv
qds_fit_out_flatboost_20251213_003324,NGC0801,13,686.64,541.008,52.8185,49.1825,21.209367354071997,6.883951645730194,126.777,40.0,686.64,546.2080000000001,1,686.64,546.1378987149232,1,13,6.884,/data/data/com.termux/files/home/OMEGA_EMPIRE/UV_QDS/data/rotmods_rc/qds_fit_out_flatboost_20251213_003324/NGC0801_QDS_bestfit.csv
qds_fit_out_flatboost_20251213_003324,NGC0891,18,3702.46,3702.46,205.692,231.404,0.0,0.0,0.0,0.2,3702.46,3707.26,0,3702.46,3708.2407435157925,0,18,-12.500,/data/data/com.termux/files/home/OMEGA_EMPIRE/UV_QDS/data/rotmods_rc/qds_fit_out_flatboost_20251213_003324/NGC0891_QDS_bestfit.csv
qds_fit_out_flatboost_20251213_003324,NGC1003,36,15108.0,88.1922,419.666,2.59389,99.41625496425735,99.381915618611,108.844,10.0422,15108.0,92.55583636363636,1,15108.0,95.35923787691222,1,36,99.382,/data/data/com.termux/files/home/OMEGA_EMPIRE/UV_QDS/data/rotmods_rc/qds_fit_out_flatboost_20251213_003324/NGC1003_QDS_bestfit.csv
qds_fit_out_flatboost_20251213_003324,NGC1090,24,2278.53,165.983,94.9388,7.54469,92.71534717559128,92.05310157701594,209.697,39.7124,2278.53,170.5544285714286,1,2278.53,172.3391076606959,1,24,92.053,/data/data/com.termux/files/home/OMEGA_EMPIRE/UV_QDS/data/rotmods_rc/qds_fit_out_flatboost_20251213_003324/NGC1090_QDS_bestfit.csv
qds_fit_out_flatboost_20251213_003324,NGC1705,14,922.977,2.78283,65.9269,0.231903,99.69849411198763,99.64824221979192,64.7622,0.579048,922.977,7.873739090909091,1,922.977,8.060944659230517,1,14,99.648,/data/data/com.termux/files/home/OMEGA_EMPIRE/UV_QDS/data/rotmods_rc/qds_fit_out_flatboost_20251213_003324/NGC1705_QDS_bestfit.csv
qds_fit_out_flatboost_20251213_003324,NGC2366,26,1674.49,54.9206,64.4034,2.28836,96.72015957097385,96.44683355226589,52.4832,2.70956,1674.49,59.44233913043478,1,1674.49,61.43679307604297,1,26,96.447,/data/data/com.termux/files/home/OMEGA_EMPIRE/UV_QDS/data/rotmods_rc/qds_fit_out_flatboost_20251213_003324/NGC2366_QDS_bestfit.csv
qds_fit_out_flatboost_20251213_003324,NGC2403,73,149505.0,1627.98,2048.01,22.9293,98.9110865857329,98.88041074018193,120.948,5.92493,149505.0,1632.1514285714286,1,149505.0,1636.5609188822968,1,73,98.880,/data/data/com.termux/files/home/OMEGA_EMPIRE/UV_QDS/data/rotmods_rc/qds_fit_out_flatboost_20251213_003324/NGC2403_QDS_bestfit.csv
qds_fit_out_flatboost_20251213_003324,NGC2683,11,136.785,51.9523,12.435,5.77248,62.01900793215629,53.57876960193004,208.728,40.0,136.785,57.4523,1,136.785,56.74809054559674,1,11,53.579,/data/data/com.termux/files/home/OMEGA_EMPIRE/UV_QDS/data/rotmods_rc/qds_fit_out_flatboost_20251213_003324/NGC2683_QDS_bestfit.csv
qds_fit_out_flatboost_20251213_003324,NGC2841,50,20497.7,104.835,409.953,2.18405,99.48855237416882,99.46724380599727,238.882,10.0422,20497.7,109.09031914893616,1,20497.7,112.65904601085629,1,50,99.467,/data/data/com.termux/files/home/OMEGA_EMPIRE/UV_QDS/data/rotmods_rc/qds_fit_out_flatboost_20251213_003324/NGC2841_QDS_bestfit.csv
qds_fit_out_flatboost_20251213_003324,NGC2903,34,7660.35,6142.55,225.304,191.955,19.813716083468773,14.801778929801507,253.241,40.0,7660.35,6146.937096774193,1,7660.35,6149.602721049232,1,34,14.802,/data/data/com.termux/files/home/OMEGA_EMPIRE/UV_QDS/data/rotmods_rc/qds_fit_out_flatboost_20251213_003324/NGC2903_QDS_bestfit.csv
qds_fit_out_flatboost_20251213_003324,NGC2915,30,1501.88,28.246,50.0628,1.00879,98.11929048925346,97.98495090166752,79.1993,1.63777,1501.88,32.69044444444444,1,1501.88,35.04839476332431,1,30,97.985,/data/data/com.termux/files/home/OMEGA_EMPIRE/UV_QDS/data/rotmods_rc/qds_fit_out_flatboost_20251213_003324/NGC2915_QDS_bestfit.csv
qds_fit_out_flatboost_20251213_003324,NGC2955,24,1386.14,1386.14,57.7558,63.0063,0.0,0.0,0.0,0.2,1386.14,1390.7114285714288,0,1386.14,1392.496107660696,0,24,-9.091,/data/data/com.termux/files/home/OMEGA_EMPIRE/UV_QDS/data/rotmods_rc/qds_fit_out_flatboost_20251213_003324/NGC2955_QDS_bestfit.csv
qds_fit_out_flatboost_20251213_003324,NGC2976,27,28.2704,28.2704,1.04705,1.13081,0.0,0.0,0.0,0.2,28.2704,32.770399999999995,0,28.2704,34.86207373200865,0,27,-8.000,/data/data/com.termux/files/home/OMEGA_EMPIRE/UV_QDS/data/rotmods_rc/qds_fit_out_flatboost_20251213_003324/NGC2976_QDS_bestfit.csv
qds_fit_out_flatboost_20251213_003324,NGC2998,13,2009.13,36.2845,154.548,3.29859,98.1940193018869,97.8656533892383,185.256,25.4263,2009.13,41.484500000000004,1,2009.13,41.414398714923074,1,13,97.866,/data/data/com.termux/files/home/OMEGA_EMPIRE/UV_QDS/data/rotmods_rc/qds_fit_out_flatboost_20251213_003324/NGC2998_QDS_bestfit.csv
qds_fit_out_flatboost_20251213_003324,NGC3109,25,3186.47,4.98555,127.459,0.216763,99.84354003019016,99.82993511639037,83.5448,4.31724,3186.47,9.531004545454545,1,3186.47,11.423301649736402,1,25,99.830,/data/data/com.termux/files/home/OMEGA_EMPIRE/UV_QDS/data/rotmods_rc/qds_fit_out_flatboost_20251213_003324/NGC3109_QDS_bestfit.csv
qds_fit_out_flatboost_20251213_003324,NGC3198,43,12645.3,338.771,294.076,8.26271,97.32097300973484,97.1902807437533,137.768,14.9175,12645.3,343.071,1,12645.3,346.2934002313871,1,43,97.190,/data/data/com.termux/files/home/OMEGA_EMPIRE/UV_QDS/data/rotmods_rc/qds_fit_out_flatboost_20251213_003324/NGC3198_QDS_bestfit.csv
qds_fit_out_flatboost_20251213_003324,NGC3521,41,1205.64,1162.66,29.4057,29.8119,3.5649115822301862,0.0,303.448,40.0,1205.64,1166.9757894736842,1,1205.64,1170.0871441334086,1,41,-1.381,/data/data/com.termux/files/home/OMEGA_EMPIRE/UV_QDS/data/rotmods_rc/qds_fit_out_flatboost_20251213_003324/NGC3521_QDS_bestfit.csv
qds_fit_out_flatboost_20251213_003324,NGC3726,12,257.327,229.187,21.4439,22.9187,10.935502298631697,0.0,146.3,40.0,257.327,234.52033333333335,1,257.327,234.15681329957602,1,12,-6.878,/data/data/com.termux/files/home/OMEGA_EMPIRE/UV_QDS/data/rotmods_rc/qds_fit_out_flatboost_20251213_003324/NGC3726_QDS_bestfit.csv
qds_fit_out_flatboost_20251213_003324,NGC3741,21,2401.33,9.88654,114.349,0.520344,99.58828898985146,99.54495098339295,50.0579,2.18673,2401.33,14.553206666666666,1,2401.33,15.975584875446845,1,21,99.545,/data/data/com.termux/files/home/OMEGA_EMPIRE/UV_QDS/data/rotmods_rc/qds_fit_out_flatboost_20251213_003324/NGC3741_QDS_bestfit.csv
qds_fit_out_flatboost_20251213_003324,NGC3769,12,267.881,57.3765,22.3234,5.73765,78.58134768796592,74.29759803614144,109.076,10.944,267.881,62.709833333333336,1,267.881,62.346313299576,1,12,74.298,/data/data/com.termux/files/home/OMEGA_EMPIRE/UV_QDS/data/rotmods_rc/qds_fit_out_flatboost_20251213_003324/NGC3769_QDS_bestfit.csv
qds_fit_out_flatboost_20251213_003324,NGC3877,13,278.214,278.214,21.4011,25.2922,0.0,0.0,0.0,0.2,278.214,283.414,0,278.214,283.34389871492306,0,13,-18.182,/data/data/com.termux/files/home/OMEGA_EMPIRE/UV_QDS/data/rotmods_rc/qds_fit_out_flatboost_20251213_003324/NGC3877_QDS_bestfit.csv
qds_fit_out_flatboost_20251213_003324,NGC3893,10,167.362,124.198,16.7362,15.5247,25.790800779149393,7.238799727536722,304.029,40.0,167.362,129.9122857142857,1,167.362,128.80317018598808,1,10,7.239,/data/data/com.termux/files/home/OMEGA_EMPIRE/UV_QDS/data/rotmods_rc/qds_fit_out_flatboost_20251213_003324/NGC3893_QDS_bestfit.csv
qds_fit_out_flatboost_20251213_003324,NGC3917,17,636.644,28.6756,37.4496,1.91171,95.49581869930446,94.89524587712553,96.8039,4.93156,636.644,33.53274285714286,1,636.644,34.34202668811243,1,17,94.895,/data/data/com.termux/files/home/OMEGA_EMPIRE/UV_QDS/data/rotmods_rc/qds_fit_out_flatboost_20251213_003324/NGC3917_QDS_bestfit.csv
qds_fit_out_flatboost_20251213_003324,NGC3949,7,196.614,196.614,28.0877,39.3227,0.0,0.0,0.0,0.2,196.614,203.614,0,196.614,200.50582029811062,0,7,-40.000,/data/data/com.termux/files/home/OMEGA_EMPIRE/UV_QDS/data/rotmods_rc/qds_fit_out_flatboost_20251213_003324/NGC3949_QDS_bestfit.csv
qds_fit_out_flatboost_20251213_003324,NGC3953,8,69.0729,69.0729,8.63412,11.5122,0.0,0.0,0.0,0.2,69.0729,75.47290000000001,0,69.0729,73.23178308335967,0,8,-33.333,/data/data/com.termux/files/home/OMEGA_EMPIRE/UV_QDS/data/rotmods_rc/qds_fit_out_flatboost_20251213_003324/NGC3953_QDS_bestfit.csv
qds_fit_out_flatboost_20251213_003324,NGC3972,10,186.323,12.9322,18.6323,1.61652,93.05925731122835,91.3240984741551,120.754,6.91829,186.323,18.646485714285717,1,186.323,17.53737018598809,1,10,91.324,/data/data/com.termux/files/home/OMEGA_EMPIRE/UV_QDS/data/rotmods_rc/qds_fit_out_flatboost_20251213_003324/NGC3972_QDS_bestfit.csv
qds_fit_out_flatboost_20251213_003324,NGC3992,9,591.917,8.03825,65.7686,1.14832,98.64199710432375,98.2539996290023,187.586,17.048,591.917,14.03825,1,591.917,12.432699154672438,1,9,98.254,/data/data/com.termux/files/home/OMEGA_EMPIRE/UV_QDS/data/rotmods_rc/qds_fit_out_flatboost_20251213_003324/NGC3992_QDS_bestfit.csv
qds_fit_out_flatboost_20251213_003324,NGC4010,12,155.132,35.2086,12.9277,3.52086,77.30410231286905,72.76499299952813,258.0,28.6416,155.132,40.54193333333333,1,155.132,40.178413299576,1,12,72.765,/data/data/com.termux/files/home/OMEGA_EMPIRE/UV_QDS/data/rotmods_rc/qds_fit_out_flatboost_20251213_003324/NGC4010_QDS_bestfit.csv
qds_fit_out_flatboost_20251213_003324,NGC4013,36,2146.49,604.316,59.6246,17.774,71.84631654468457,70.19015641195078,249.565,40.0,2146.49,608.6796363636364,1,2146.49,611.4830378769122,1,36,70.190,/data/data/com.termux/files/home/OMEGA_EMPIRE/UV_QDS/data/rotmods_rc/qds_fit_out_flatboost_20251213_003324/NGC4013_QDS_bestfit.csv
qds_fit_out_flatboost_20251213_003324,NGC4051,7,104.705,104.705,14.9579,20.9411,0.0,0.0,0.0,0.2,104.705,111.705,0,104.705,108.59682029811063,0,7,-40.000,/data/data/com.termux/files/home/OMEGA_EMPIRE/UV_QDS/data/rotmods_rc/qds_fit_out_flatboost_20251213_003324/NGC4051_QDS_bestfit.csv
qds_fit_out_flatboost_20251213_003324,NGC4068,6,27.2257,5.40405,4.53761,1.35101,80.15092357588603,70.22639671545151,81.9836,7.06207,27.2257,13.40405,1,27.2257,8.98756893845611,1,6,70.226,/data/data/com.termux/files/home/OMEGA_EMPIRE/UV_QDS/data/rotmods_rc/qds_fit_out_flatboost_20251213_003324/NGC4068_QDS_bestfit.csv
qds_fit_out_flatboost_20251213_003324,NGC4085,7,219.178,219.178,31.3112,43.8356,0.0,0.0,0.0,0.2,219.178,226.178,0,219.178,223.0698202981106,0,7,-40.000,/data/data/com.termux/files/home/OMEGA_EMPIRE/UV_QDS/data/rotmods_rc/qds_fit_out_flatboost_20251213_003324/NGC4085_QDS_bestfit.csv
qds_fit_out_flatboost_20251213_003324,NGC4088,12,619.007,619.007,51.5839,61.9007,0.0,0.0,0.0,0.2,619.007,624.3403333333333,0,619.007,623.976813299576,0,12,-20.000,/data/data/com.termux/files/home/OMEGA_EMPIRE/UV_QDS/data/rotmods_rc/qds_fit_out_flatboost_20251213_003324/NGC4088_QDS_bestfit.csv
qds_fit_out_flatboost_20251213_003324,NGC4100,24,538.952,57.1109,22.4563,2.59595,89.40334204159183,88.43999234067944,147.931,13.9241,538.952,61.68232857142857,1,538.952,63.46700766069589,1,24,88.440,/data/data/com.termux/files/home/OMEGA_EMPIRE/UV_QDS/data/rotmods_rc/qds_fit_out_flatboost_20251213_003324/NGC4100_QDS_bestfit.csv
qds_fit_out_flatboost_20251213_003324,NGC4138,7,29.0065,14.0859,4.14379,2.81717,51.43881543791909,32.014653252215965,278.7,39.7969,29.0065,21.085900000000002,1,29.0065,17.977720298110626,1,7,32.015,/data/data/com.termux/files/home/OMEGA_EMPIRE/UV_QDS/data/rotmods_rc/qds_fit_out_flatboost_20251213_003324/NGC4138_QDS_bestfit.csv
