r_kpc,Vobs,err,Vgas,Vdisk,Vbul
0.61,47.30,2.77,2.98,31.89,0.00
1.22,70.40,3.27,8.37,39.00,0.00
1.84,83.70,2.50,14.43,37.15,0.00
2.45,89.10,2.45,17.93,36.43,0.00
3.07,91.70,2.48,20.44,35.90,0.00
3.68,95.10,3.01,21.54,34.58,0.00
4.30,96.90,3.62,21.34,33.94,0.00
4.91,100.00,3.90,23.04,32.94,0.00
5.52,103.00,4.82,25.45,31.60,0.00
6.13,106.00,4.97,25.55,31.05,0.00
