r_kpc,Vobs,err,Vgas,Vdisk,Vbul
1.95,32.00,10.00,7.85,23.82,0.00
3.88,57.60,10.00,15.10,35.57,0.00
5.83,70.90,7.00,20.84,33.21,0.00
7.78,77.00,6.00,25.68,32.58,0.00
9.72,82.50,6.00,29.50,31.97,0.00
11.66,84.30,6.00,30.81,29.08,0.00
13.59,83.90,6.00,28.80,26.58,0.00
