r_kpc,Vobs,err,Vgas,Vdisk,Vbul
0.26,18.30,1.80,4.59,8.31,0.00
0.77,35.30,3.00,11.55,14.79,0.00
1.29,47.80,4.63,16.45,14.54,0.00
1.81,52.80,1.26,19.03,13.66,0.00
2.32,58.00,3.11,20.09,12.28,0.00
3.39,63.10,1.35,17.39,9.97,0.00
4.44,62.70,7.36,14.45,8.53,0.00
