r_kpc,Vobs,err,Vgas,Vdisk,Vbul
0.87,27.30,5.80,3.85,86.56,0.00
1.74,52.70,6.70,8.29,117.08,0.00
2.71,69.20,6.70,12.50,131.94,0.00
3.58,83.50,6.40,15.95,142.69,0.00
4.45,95.90,6.30,20.91,152.97,0.00
5.32,110.00,7.60,21.98,140.24,0.00
