r_kpc,Vobs,err,Vgas,Vdisk,Vbul
0.21,4.68,3.65,0.92,6.84,0.00
0.64,13.10,3.44,4.01,16.70,0.00
1.06,22.50,2.45,7.70,21.47,0.00
1.48,30.40,1.71,12.50,23.36,0.00
1.91,36.00,1.70,17.24,23.95,0.00
2.33,41.90,4.97,19.86,22.61,0.00
