r_kpc,Vobs,err,Vgas,Vdisk,Vbul
0.78,19.80,10.70,2.90,21.08,0.00
2.35,55.40,10.70,8.06,40.80,0.00
3.91,88.50,10.70,12.62,45.89,0.00
5.48,105.00,10.70,16.73,51.07,0.00
7.03,106.00,10.70,20.63,52.93,0.00
8.60,103.00,10.70,24.32,52.95,0.00
13.27,109.00,15.80,34.07,49.67,0.00
14.85,113.00,14.70,36.74,48.73,0.00
25.80,105.00,10.40,46.59,38.25,0.00
32.01,103.00,10.00,43.71,33.76,0.00
36.54,103.00,10.00,39.61,31.20,0.00
