r_kpc,Vobs,err,Vgas,Vdisk,Vbul
1.31,12.00,5.00,4.66,11.06,0.00
2.63,21.70,5.00,9.66,16.85,0.00
3.93,28.60,5.00,13.79,23.41,0.00
5.24,29.50,5.00,16.46,24.18,0.00
6.55,28.60,5.00,18.52,23.59,0.00
7.87,27.30,5.00,20.17,23.33,0.00
