r_kpc,Vobs,err,Vgas,Vdisk,Vbul
0.60,14.60,6.69,4.56,9.68,0.00
1.19,31.50,6.69,6.39,13.08,0.00
1.79,44.80,6.69,9.63,14.81,0.00
2.38,50.60,6.69,13.15,16.52,0.00
2.99,55.60,6.69,14.93,16.97,0.00
3.59,61.40,6.69,18.09,16.51,0.00
4.18,66.00,6.69,21.26,16.39,0.00
4.78,69.30,6.69,24.12,16.26,0.00
