r_kpc,Vobs,err,Vgas,Vdisk,Vbul
0.10,13.90,3.84,2.80,7.62,0.00
0.30,29.90,3.92,7.72,17.26,0.00
0.51,46.70,4.10,11.07,20.43,0.00
0.71,60.40,9.40,11.87,21.37,0.00
