r_kpc,Vobs,err,Vgas,Vdisk,Vbul
0.21,16.40,3.30,3.43,15.55,0.00
0.41,26.20,3.30,6.87,25.10,0.00
0.62,35.20,3.30,10.25,25.64,0.00
0.82,44.00,3.30,12.77,24.30,0.00
