r_kpc,Vobs,err,Vgas,Vdisk,Vbul
0.52,7.31,2.12,-3.67,11.19,0.00
1.05,14.60,2.05,-4.64,16.58,0.00
1.57,21.00,2.05,2.40,20.63,0.00
2.09,28.10,2.06,12.60,23.82,0.00
2.63,35.30,2.50,16.76,25.79,0.00
3.15,43.00,3.38,17.12,27.83,0.00
3.68,46.60,3.15,20.09,26.92,0.00
4.20,48.00,3.00,22.95,25.81,0.00
