r_kpc,Vobs,err,Vgas,Vdisk,Vbul
1.26,21.70,10.00,5.70,11.40,0.00
2.51,40.30,10.00,10.70,17.23,0.00
3.78,57.70,7.00,14.75,19.15,0.00
5.03,68.50,7.00,18.18,18.51,0.00
6.29,73.50,7.00,21.50,20.41,0.00
7.54,78.50,5.00,24.72,20.52,0.00
8.80,83.10,6.00,27.11,18.68,0.00
