r_kpc,Vobs,err,Vgas,Vdisk,Vbul
2.17,12.60,10.00,-8.64,21.61,0.00
4.32,23.00,10.00,-7.74,27.24,0.00
6.49,30.00,8.00,15.60,34.00,0.00
8.65,36.00,8.00,23.65,34.44,0.00
10.83,40.00,8.00,28.17,36.32,0.00
