r_kpc,Vobs,err,Vgas,Vdisk,Vbul
0.49,25.00,2.04,3.42,17.04,0.00
0.97,42.50,2.70,4.10,26.70,0.00
1.47,48.00,2.15,10.21,28.91,0.00
1.95,49.20,2.08,12.59,27.91,0.00
2.44,50.40,2.06,13.04,24.63,0.00
2.92,51.60,2.04,12.14,22.08,0.00
3.41,53.20,2.00,13.38,20.22,0.00
3.89,55.10,2.05,14.95,18.69,0.00
4.39,57.80,2.24,18.33,17.42,0.00
4.88,57.30,2.00,21.25,16.40,0.00
5.36,57.50,2.00,22.04,15.57,0.00
