r_kpc,Vobs,err,Vgas,Vdisk,Vbul
1.92,26.90,8.00,-8.25,24.52,0.00
3.83,46.80,5.00,-11.91,32.41,0.00
5.75,47.60,5.00,-2.02,32.86,0.00
7.67,48.10,8.00,17.45,32.97,0.00
9.59,52.20,10.00,24.22,33.05,0.00
