r_kpc,Vobs,err,Vgas,Vdisk,Vbul
0.91,26.00,4.10,-3.26,30.14,0.00
1.82,45.10,3.02,5.75,35.45,0.00
2.73,57.00,2.97,15.79,36.37,0.00
3.63,62.00,2.85,22.36,38.25,0.00
4.55,66.90,2.75,25.59,37.10,0.00
5.45,70.60,2.86,27.95,35.74,0.00
6.37,72.80,2.66,28.63,34.29,0.00
7.28,73.30,2.66,31.18,33.63,0.00
8.18,74.30,2.67,32.26,33.14,0.00
