r_kpc,Vobs,err,Vgas,Vdisk,Vbul
0.96,22.90,2.71,4.08,14.85,0.00
1.92,33.50,2.71,6.24,21.20,0.00
2.88,37.20,4.19,7.45,20.56,0.00
3.83,35.90,5.98,8.09,20.08,0.00
