r_kpc,vobs,verr,vgas,vdisk,vbul,v_bary,v_qds_component,v_model,res_bary,res_qds,res_bary_norm,res_qds_norm
0.22,12.4,7.0,0.92,38.29,0.0,38.3010508994205,3.1325400701574084,38.42893840963008,-25.901050899420504,-26.02893840963008,-3.7001501284886436,-3.718419772804297
0.78,37.5,4.0,2.67,85.69,0.0,85.73158694436958,10.92677141227139,86.42510823537354,-48.23158694436958,-48.92510823537354,-12.057896736092395,-12.231277058843386
1.33,56.5,4.0,3.9,104.0,0.0,104.07309931005226,18.337340263858742,105.67624164377031,-47.57309931005226,-49.17624164377031,-11.893274827513064,-12.294060410942578
2.33,69.1,4.0,5.34,114.45,0.0,114.57450894505287,31.21535172292552,118.75064750638604,-45.474508945052875,-49.65064750638605,-11.368627236263219,-12.412661876596513
3.44,85.5,7.5,7.09,107.32,0.0,107.55394228014146,44.65511379088964,116.45569839074987,-22.053942280141456,-30.955698390749873,-2.940525637352194,-4.127426452099983
3.78,87.1,8.4,7.29,103.7,0.0,103.95592383313227,48.600278105778955,114.75548410406823,-16.85592383313228,-27.655484104068236,-2.006657599182414,-3.2923195361985993
4.77,105.0,4.0,8.42,92.03,0.0,92.41437821031963,59.65086655789112,109.99383246849494,12.585621789680374,-4.9938324684949436,3.1464054474200935,-1.2484581171237359
5.44,112.0,6.7,8.94,86.43,0.0,86.89113015722607,66.7746720586234,109.58524229355292,25.108869842773927,2.4147577064470767,3.747592513846855,0.3604115979771756
6.11,116.0,4.0,9.45,81.42,0.0,81.96657184486857,73.62475133491186,110.17768789154911,34.03342815513143,5.8223121084508875,8.508357038782858,1.4555780271127219
7.22,124.0,4.0,10.47,76.23,0.0,76.94565484808093,84.39903217790739,114.20958993257723,47.054345151919065,9.79041006742277,11.763586287979766,2.4476025168556923
9.33,135.0,4.0,11.28,68.45,0.0,69.3732001568329,103.04808244691692,124.22378273095127,65.6267998431671,10.776217269048729,16.406699960791777,2.6940543172621823
11.1,140.0,4.0,11.8,64.24,0.0,65.31475790355499,117.01158533400904,134.00645022676363,74.68524209644501,5.993549773236367,18.671310524111252,1.4983874433090918
15.55,144.0,5.0,11.28,55.43,0.0,56.566096736472815,146.34922931463078,156.90066991885786,87.43390326352718,-12.900669918857858,17.486780652705438,-2.5801339837715718
