r_kpc,vobs,verr,vgas,vdisk,vbul,v_bary,v_qds_component,v_model,res_bary,res_qds,res_bary_norm,res_qds_norm
0.39,17.4,30.4,-1.11,12.25,0.0,12.30018699044856,17.16539758967738,21.117421111766987,5.099813009551438,-3.7174211117669884,0.1677570068931394,-0.12228358920286146
1.18,46.3,37.1,-2.76,28.99,0.0,29.12108686158537,43.977517745238316,52.74523454334762,17.17891313841463,-6.445234543347624,0.4630434808198013,-0.17372599847298176
1.95,69.1,13.1,-2.63,34.78,0.0,34.879296151155344,62.41020409421001,71.49544653389437,34.22070384884465,-2.395446533894372,2.6122674693774544,-0.18285851403773834
2.74,85.2,6.2,-0.03,37.08,0.0,37.08001213592034,75.75599198036608,84.34392462370535,48.11998786407966,0.8560753762946547,7.7612883651741384,0.13807667359591205
3.53,93.2,6.2,3.84,41.2,0.0,41.37856449902534,85.12963747148349,94.65326606106208,51.821435500974665,-1.453266061062081,8.3582960485443,-0.23439775178420658
4.3,100.0,12.4,7.34,44.37,0.0,44.97301968958722,91.57379281174606,102.02123323077699,55.02698031041278,-2.0212332307769856,4.437659702452644,-0.1630026799013698
5.09,108.0,6.2,9.92,45.35,0.0,46.422288827674144,96.23954411073575,106.85073116568857,61.577711172325856,1.1492688343114281,9.931888898762235,0.18536594101797227
5.87,112.0,6.2,12.15,44.94,0.0,46.55347570267981,99.48195322691078,109.8357187705405,65.4465242973202,2.1642812294595046,10.555891015696805,0.3490776176547588
6.4,113.0,24.9,13.65,45.12,0.0,47.139547091587545,101.12122099485536,111.56898420031607,65.86045290841246,1.4310157996839337,2.644998108771585,0.05747051404353148
7.44,113.0,15.5,17.06,45.76,0.0,48.83667883875806,103.40069194070641,114.35350582215163,64.16332116124194,-1.3535058221516323,4.139569107176899,-0.08732295626784724
8.21,112.0,13.1,19.87,46.01,0.0,50.11723256525644,104.52208129653792,115.91635984001603,61.88276743474356,-3.916359840016028,4.723875376697982,-0.29895876641343727
9.0,111.0,26.4,22.99,44.52,0.0,50.10559350012731,105.33399900605589,116.64399618757831,60.89440649987269,-5.64399618757831,2.3066063068133595,-0.2137877343779663
9.72,111.0,19.4,26.1,43.69,0.0,50.89229902450861,105.86146892254538,117.45925549925406,60.10770097549139,-6.459255499254056,3.0983351018294534,-0.33295131439453896
11.79,113.0,12.5,34.23,40.77,0.0,53.23425400998872,106.69980676887347,119.24233545396089,59.76574599001128,-6.242335453960891,4.781259679200903,-0.49938683631687125
17.63,118.0,14.6,36.03,33.12,0.0,48.939710869599544,107.2096116188573,117.85158515466061,69.06028913040046,0.14841484533938853,4.730156789753456,0.010165400365711544
