r_kpc,vobs,verr,vgas,vdisk,vbul,v_bary,v_qds_component,v_model,res_bary,res_qds,res_bary_norm,res_qds_norm
0.6,16.0,3.53,6.82,12.59,0.0,14.318536936433135,5.987612821576849,15.52005178152159,1.6814630635668646,0.47994821847841074,0.4763351454863639,0.1359626681241957
0.73,16.6,4.83,8.12,14.22,0.0,16.375066412079065,7.210110590331051,17.892134996271515,0.22493358792093687,-1.292134996271514,0.04657010101882751,-0.2675227735551789
0.85,18.6,2.5,9.3,15.27,0.0,17.879119105817267,8.31598433616628,19.71848106420378,0.7208808941827343,-1.1184810642037775,0.2883523576730937,-0.447392425681511
0.98,20.0,7.58,10.41,17.04,0.0,19.968217246414362,9.490042463202496,22.108609317489567,0.03178275358563809,-2.1086093174895666,0.004192975407076265,-0.2781806487453254
1.07,21.4,4.03,11.27,18.03,0.0,21.26249750146958,10.28851293876772,23.620908079309544,0.13750249853042007,-2.2209080793095453,0.03411972668248637,-0.5510938162058424
1.54,28.9,2.74,15.22,22.44,0.0,27.1146086086449,14.27462424790886,30.64256675637646,1.7853913913550983,-1.742566756376462,0.6516026975748533,-0.6359732687505335
2.02,32.9,2.65,18.74,24.92,0.0,31.18002565746218,18.044579474920184,36.02500310099516,1.7199743425378173,-3.1250031009951584,0.6490469217123839,-1.1792464532057203
2.49,35.2,2.88,21.52,25.85,0.0,33.63529247680181,21.463013583116588,39.8997976444624,1.5647075231981944,-4.6997976444624,0.5433012233327064,-1.631874182105
2.96,37.6,3.05,23.28,26.01,0.0,34.90671138907245,24.631247786875658,42.72208875439574,2.693288610927553,-5.12208875439574,0.8830454462057551,-1.6793733620969642
3.43,40.6,3.68,24.59,25.36,0.0,35.32418010371932,27.567594562085212,44.808146245292384,5.27581989628068,-4.208146245292383,1.4336467109458368,-1.1435180014381474
3.9,42.7,3.25,25.62,25.01,0.0,35.80341464162322,30.289026069280442,46.8967973344188,6.896585358376782,-4.196797334418797,2.122026264115933,-1.291322256744245
4.37,45.5,2.99,26.35,24.48,0.0,35.96655251758222,32.81127225317212,48.68441729005065,9.533447482417778,-3.1844172900506535,3.188443974052768,-1.0650225050336632
4.86,48.9,1.96,27.08,23.7,0.0,35.986336295877635,35.244498583890284,50.370537821526625,12.913663704122364,-1.4705378215266265,6.588603930674675,-0.7502743987380748
5.34,51.5,1.53,27.81,22.69,0.0,35.891951744088814,37.44823491337455,51.87101790139928,15.608048255911186,-0.37101790139927715,10.201338729353717,-0.2424953603916844
5.81,53.0,1.86,28.4,21.59,0.0,35.67475437897225,39.4464887335274,53.185651950543054,17.325245621027747,-0.18565195054305406,9.31464818334825,-0.09981287663605057
6.28,55.0,1.48,28.98,20.86,0.0,35.70686208559918,41.29848760213826,54.59436855779145,19.293137914400823,0.4056314422085521,13.035903996216772,0.2740752987895622
6.75,57.6,0.99,29.57,20.11,0.0,35.760271251767655,43.014936120712086,55.93819562221275,21.839728748232346,1.6618043777872487,22.06033206892156,1.6785902805931805
7.22,59.7,1.19,30.3,19.38,0.0,35.96768549684563,44.60575540621425,57.30050449480363,23.73231450315437,2.39949550519637,19.94312143122216,2.016382777475941
7.69,60.5,1.26,31.18,18.7,0.0,36.35770069737634,46.08014043538386,58.69635203779446,24.142299302623663,1.8036479622055381,19.160555002082273,1.431466636671062
8.16,61.8,1.33,32.06,18.06,0.0,36.796836820574676,47.44661319193788,60.043220294929,25.00316317942532,1.756779705070997,18.799370811597985,1.3208869962939827
8.64,62.9,1.35,32.64,17.47,0.0,37.021216889778216,48.738985810666726,61.20505892369006,25.878783110221782,1.694941076309938,19.169468970534652,1.2555119083777317
9.11,63.0,2.09,33.23,16.94,0.0,37.29874662773536,49.91085400918221,62.30802394496153,25.701253372264638,0.6919760550384666,12.297250417351503,0.3310890215495056
9.58,64.5,2.38,33.38,16.44,0.0,37.20884303495609,50.99695155891475,63.128338076511234,27.29115696504391,1.371661923488766,11.466872674388199,0.5763285392809941
10.05,65.6,1.08,33.38,15.98,0.0,37.007901858927376,52.00355613187729,63.827538338567564,28.59209814107262,1.7724616614324304,26.474164945437607,1.641168205030028
10.52,67.5,3.22,32.79,15.57,0.0,36.29888428037424,52.936485928614765,64.1862955970387,31.20111571962576,3.3137044029613065,9.689787490567007,1.0291007462612753
10.99,66.8,2.37,32.06,15.18,0.0,35.472186287287116,53.80113330755435,64.44251659562369,31.32781371271288,2.3574834043763104,13.21848679861303,0.9947187360237596
11.46,66.8,0.95,31.18,14.81,0.0,34.518524012477705,54.60249595297694,64.59846023160972,32.28147598752229,2.201539768390276,33.98050103949715,2.3174102825160805
11.94,66.6,0.96,30.3,14.47,0.0,33.57783346197309,55.36040286012082,64.74754902569575,33.0221665380269,1.8524509743042472,34.39809014377802,1.9296364315669243
12.41,66.8,0.99,29.42,14.16,0.0,32.650298620380184,56.04764041765338,64.86431990228968,34.14970137961981,1.9356800977103177,34.49464785820183,1.9552324219296138
12.9,66.3,0.74,28.69,13.86,0.0,31.86244968611171,56.7106226955635,65.04852363058336,34.43755031388829,1.2514763694166362,46.53723015390309,1.6911842829954544
13.37,66.1,1.31,27.81,13.59,0.0,30.952935240458213,57.29903580216186,65.12498525034326,35.14706475954178,0.9750147496567365,26.829820427131125,0.7442860684402568
