r_kpc,vobs,verr,vgas,vdisk,vbul,v_bary,v_qds_component,v_model,res_bary,res_qds,res_bary_norm,res_qds_norm
0.26,14.6,13.0,-0.5,5.06,0.0,5.084643546995206,4.377146901696301,6.7091739431191915,9.515356453004793,7.890826056880808,0.7319504963849841,0.6069866197600622
0.44,10.0,7.0,-0.86,8.17,0.0,8.215138465053403,7.301448503715057,10.990889420442862,1.7848615349465966,-0.990889420442862,0.25498021927808523,-0.14155563149183742
0.77,10.7,7.13,-1.55,13.14,0.0,13.23110350651071,12.446505078065009,18.165285262232963,-2.5311035065107106,-7.465285262232964,-0.3549934791740127,-1.04702458095834
0.89,17.4,9.6,-1.78,14.55,0.0,14.658475364102502,14.2503953257292,20.443695041248404,2.7415246358974965,-3.043695041248405,0.2855754829059892,-0.3170515667967089
1.22,23.5,11.2,-2.43,17.29,0.0,17.45992554394205,19.034326223362864,25.829335546571834,6.040074456057951,-2.3293355465718335,0.5392923621480313,-0.20797638808677085
1.55,31.0,5.2,-2.98,18.37,0.0,18.61013970930901,23.56964386678382,30.031074106781798,12.38986029069099,0.9689258932182021,2.382665440517498,0.18633190254196194
1.8,32.3,2.41,-3.18,18.25,0.0,18.524980431838518,26.847908343771028,32.618784196158046,13.775019568161479,-0.31878419615804887,5.71577575442385,-0.13227560006558042
2.21,40.9,5.9,-3.53,19.06,0.0,19.384130106868348,31.945448093702762,37.36651112838148,21.51586989313165,3.533488871618516,3.6467576090053644,0.5988964189183925
2.31,43.8,4.26,-3.66,19.39,0.0,19.732402286594503,33.138315850032335,38.56832479349478,24.067597713405494,5.231675206505216,5.649670824743074,1.2280927714800975
2.54,44.8,4.5,-4.08,20.16,0.0,20.568714106623194,35.809795338009124,41.29665170628365,24.231285893376803,3.50334829371635,5.384730198528178,0.7785218430480777
3.1,51.7,12.7,-5.16,22.16,0.0,22.752828395608315,41.91349297314225,47.69100641850248,28.947171604391688,4.008993581497521,2.279304850739503,0.31566878594468667
3.43,55.7,4.5,-4.94,23.71,0.0,24.21915977072698,45.25981683277944,51.332433409460975,31.480840229273024,4.3675665905390275,6.995742273171783,0.9705703534531173
3.86,59.4,9.85,-3.07,24.94,0.0,25.128241084485005,49.360626073711316,55.38862614642784,34.271758915514994,4.0113738535721595,3.4793663873619285,0.4072460765047878
4.09,62.0,4.5,1.31,25.34,0.0,25.37383888969109,51.439792687138166,57.35751015948786,36.626161110308914,4.642489840512141,8.13914691340198,1.031664409002698
4.37,63.0,3.2,4.42,25.74,0.0,26.11673792800318,53.86876134167511,59.865912241327706,36.883262071996825,3.134087758672294,11.526019397499008,0.9794024245850919
4.76,66.6,6.9,7.13,26.09,0.0,27.046718839814933,57.073812791787475,63.158096128619995,39.553281160185065,3.441903871379999,5.732359588432618,0.49882664802608684
5.4,71.3,2.95,11.25,26.17,0.0,28.48563497624724,61.91444137610807,68.15298563464057,42.81436502375276,3.147014365359425,14.51334407584839,1.0667845306303134
5.86,72.3,15.5,13.88,25.92,0.0,29.402394460315644,65.09685979319542,71.42899939754821,42.89760553968435,0.8710006024517867,2.7675874541731837,0.05619358725495398
6.08,73.4,6.0,14.94,25.73,0.0,29.75292422603197,66.53720094669626,72.88645697124424,43.64707577396804,0.5135430287557625,7.274512628994674,0.08559050479262709
6.43,72.4,5.81,16.72,25.39,0.0,30.400830580758807,68.72561319880079,75.14932075242717,41.9991694192412,-2.749320752427167,7.22877270554926,-0.4732049487826449
6.97,77.1,12.1,19.67,24.74,0.0,31.606589502823617,71.86815299734052,78.51119611398839,45.49341049717638,-1.411196113988396,3.75978599150218,-0.11662777801556992
7.96,80.3,13.5,24.09,23.76,0.0,33.83586410895989,76.96285788777776,84.0722736355707,46.46413589104011,-3.7722736355706985,3.4417878437807485,-0.27942767670894064
10.29,84.7,6.0,31.66,22.09,0.0,38.60471085243354,86.17485885961972,94.42684999233735,46.09528914756646,-9.72684999233735,7.682548191261077,-1.6211416653895583
15.49,86.9,5.6,39.34,17.78,0.0,43.17133308110835,97.62278533882376,106.74255110924634,43.728666918891655,-19.84255110924633,7.808690521230653,-3.543312698079702
16.26,85.8,8.6,39.55,17.09,0.0,43.08445891501946,98.6393248136291,107.63822276351755,42.715541084980536,-21.83822276351755,4.966923381974481,-2.5393282283159944
