r_kpc,vobs,verr,vgas,vdisk,vbul,v_bary,v_qds_component,v_model,res_bary,res_qds,res_bary_norm,res_qds_norm
0.45,8.41,1.58,8.4,9.99,0.0,13.052206709978202,5.860770152876315,14.307645745713929,-4.642206709978202,-5.897645745713929,-2.9381055126444315,-3.7326871808316002
0.9,17.8,2.22,13.51,15.52,0.0,20.57645499108143,11.31017950593413,23.480005546346284,-2.7764549910814296,-5.680005546346283,-1.2506554013880313,-2.55856105691274
1.35,26.0,2.35,16.7,20.76,0.0,26.643340631384795,16.377101006450552,31.27422320978546,-0.6433406313847954,-5.274223209785461,-0.27376197080204057,-2.2443503020363664
1.8,30.9,2.22,18.72,21.37,0.0,28.40977472631559,21.088381042329903,35.38128198619292,2.490225273684409,-4.4812819861929185,1.1217230962542382,-2.0185954892760893
2.25,34.7,1.82,19.9,19.92,0.0,28.156995578363823,25.468981684004195,37.9668991098844,6.54300442163618,-3.266899109884399,3.5950573745253736,-1.794999510925494
2.69,38.8,1.81,20.61,18.76,0.0,27.869512015821158,29.45478189897421,40.54989367083641,10.93048798417884,-1.7498936708364141,6.038943637667867,-0.9667920833350354
3.14,42.5,1.57,20.73,17.36,0.0,27.03890715247197,33.24815436786264,42.854897839911175,15.461092847528029,-0.35489783991117463,9.847829839189828,-0.2260495795612577
3.59,45.6,1.59,20.61,16.32,0.0,26.289056658617476,36.77527433202766,45.20547867455771,19.310943341382526,0.394521325442291,12.145247384517312,0.2481266197750258
4.04,48.8,1.83,20.38,15.37,0.0,25.52609057415569,40.05482975234126,47.4970597667797,23.27390942584431,1.3029402332202977,12.717983292811097,0.711989198481037
4.49,51.8,1.91,19.9,14.49,0.0,24.616459940454476,43.104196902929395,49.63810925736906,27.18354005954552,2.1618907426309377,14.232219926463625,1.1318799699638418
4.94,54.8,2.19,19.43,13.72,0.0,23.785779364990336,45.93953243697468,51.732039787039604,31.01422063500966,3.0679602129603936,14.161744582196192,1.4008950744111386
5.39,56.6,2.73,18.84,13.04,0.0,22.912599154177162,48.57585899052507,53.70848421494853,33.687400845822836,2.8915157850514746,12.339707269532175,1.0591632912276463
5.84,58.4,3.27,18.25,12.45,0.0,22.092193191261025,51.02714477786847,55.60426696020324,36.307806808738974,2.795733039796758,11.10330483447675,0.8549642323537486
6.29,58.5,3.95,17.65,11.93,0.0,21.303694515271285,53.306377600198324,57.40572526198868,37.19630548472871,1.0942747380113218,9.416786198665497,0.27703157924337257
6.74,57.7,4.07,17.06,11.48,0.0,20.562927807099843,55.42563365969504,59.11712836884687,37.13707219290016,-1.4171283688468677,9.124587762383332,-0.34818878841446377
7.19,57.3,3.94,16.47,11.08,0.0,19.850120906432785,57.396141543625276,60.73174099345306,37.44987909356721,-3.4317409934530616,9.505045455220104,-0.8710002521454471
