r_kpc,vobs,verr,vgas,vdisk,vbul,v_bary,v_qds_component,v_model,res_bary,res_qds,res_bary_norm,res_qds_norm
0.45,18.9,9.78,0.0,65.19,0.0,65.19,6.739969401688224,65.53749527969232,-46.29,-46.637495279692324,-4.733128834355829,-4.768660049048295
1.34,58.3,10.5,0.0,120.17,0.0,120.17,19.55900781364322,121.75131903455566,-61.870000000000005,-63.45131903455567,-5.892380952380953,-6.042982765195778
2.23,74.1,5.69,0.0,137.48,0.0,137.48,31.727912795014934,141.09362441417426,-63.379999999999995,-66.99362441417426,-11.138840070298768,-11.773923447130802
3.12,119.0,4.27,0.0,146.18,0.0,146.18,43.279656668998186,152.45235675904246,-27.180000000000007,-33.45235675904246,-6.365339578454335,-7.834275587597767
4.01,141.0,3.76,0.0,157.86,0.0,157.86,54.2455395265258,166.920214948711,-16.860000000000014,-25.920214948710992,-4.484042553191493,-6.893674188486966
4.9,195.0,4.54,0.0,175.79,0.0,175.79,64.65527403560264,187.30303937902042,19.210000000000008,7.696960620979581,4.231277533039649,1.6953657755461633
5.79,227.0,4.2,0.0,199.19,0.0,199.19,74.5370659494272,212.67917222979136,27.810000000000002,14.320827770208638,6.621428571428572,3.409720897668723
6.69,246.0,4.24,0.0,217.87,0.0,217.87,84.02034167062513,233.5096458702479,28.129999999999995,12.490354129752092,6.63443396226415,2.945838238149078
7.58,268.0,5.56,0.0,228.65,0.0,228.65,92.9200101637655,246.809543552988,39.349999999999994,21.190456447011996,7.077338129496402,3.8112331739230214
8.47,283.0,2.96,0.0,241.76,0.0,241.76,101.36832093235904,262.151547942494,41.24000000000001,20.848452057505995,13.932432432432435,7.043395965373647
10.23,291.0,9.81,0.0,260.94,0.0,260.94,116.83450798107407,285.9020564025024,30.060000000000002,5.09794359749759,3.064220183486239,0.5196680527520479
12.06,310.0,4.74,0.04,275.04,0.0,275.0400029086679,131.3138346407435,304.7791435909888,34.95999709133213,5.220856409011219,7.375526812517326,1.1014464997913964
13.44,310.0,20.4,0.4,277.98,0.0,277.98028779033956,141.25239959898275,311.80968681628656,32.01971220966044,-1.8096868162865576,1.5695937357676688,-0.08871013805326264
15.18,310.0,16.1,3.11,282.25,0.0,282.2671334038024,152.69284514734878,320.92030094587693,27.732866596197596,-10.920300945876932,1.7225382979004715,-0.6782795618557099
16.83,314.0,13.5,15.18,283.33,0.0,283.7363587910439,162.51732717048344,326.98349030285607,30.263641208956074,-12.983490302856069,2.241751200663413,-0.9617400224337829
18.56,317.0,12.7,22.91,276.47,0.0,277.4176075882712,171.8491491936163,326.33213001261436,39.58239241172879,-9.332130012614357,3.116723811947149,-0.7348133868200282
20.3,319.0,10.4,33.06,272.19,0.0,274.1903712751416,180.32936175199103,328.17531657618684,44.809628724858385,-9.175316576186844,4.308618146620998,-0.8822419784795043
21.94,318.0,10.8,33.62,273.0,0.0,275.0623645648383,187.5696910456817,332.92896149024415,42.937635435161724,-14.928961490244149,3.9757069847371964,-1.3823112490966802
23.68,317.0,9.3,39.67,271.34,0.0,274.2245512349323,194.52894248146757,336.21513047892137,42.77544876506772,-19.215130478921367,4.599510619899755,-2.0661430622496093
25.41,317.0,7.23,44.98,261.62,0.0,265.4585180400132,200.78055761774527,332.83788413774766,51.54148195998681,-15.837884137747665,7.128835679112975,-2.190578718913923
27.06,312.0,8.39,46.29,252.97,0.0,257.17034238029856,206.1817698014124,329.61721314039806,54.829657619701436,-17.617213140398064,6.535120097699813,-2.099787025077242
28.8,312.0,8.37,43.21,243.84,0.0,247.63895028851982,211.34030415858763,325.560706876374,64.36104971148018,-13.560706876374013,7.689492199698947,-1.6201561381569909
30.53,311.0,11.5,45.08,233.85,0.0,238.15547211853016,215.9743042038358,321.50105594901396,72.84452788146984,-10.50105594901396,6.3343067723017255,-0.9131352999142573
32.18,310.0,14.5,52.43,224.75,0.0,230.78446091537447,219.9779443764795,318.8287368041054,79.21553908462553,-8.828736804105404,5.463140626525899,-0.6088784002831313
33.91,313.0,15.9,59.7,216.21,0.0,224.30081163473304,223.78081738777888,316.84177175799033,88.69918836526696,-3.8417717579903297,5.578565305991633,-0.24162086528241067
35.65,320.0,8.83,61.56,208.83,0.0,217.71449767987434,227.2366453481046,314.7000087210998,102.28550232012566,5.299991278900222,11.583862097409474,0.6002255128992324
37.3,321.0,7.88,63.33,202.65,0.0,212.31512287164097,230.20433743035184,313.1640917661974,108.68487712835903,7.835908233802627,13.792497097507491,0.994404598198303
39.03,320.0,8.0,62.96,196.77,0.0,206.59717931278735,233.02321116494448,311.4196709291536,113.40282068721265,8.580329070846403,14.175352585901582,1.0725411338558004
40.76,315.0,9.82,62.4,191.39,0.0,201.30546962266078,235.57084853092158,309.86693398550676,113.69453037733922,5.133066014493238,11.57785441724432,0.5227154800909611
42.41,312.0,9.07,62.21,186.89,0.0,196.97196805637088,237.77193251973443,308.76115055843593,115.02803194362912,3.2388494415640707,12.682252694997697,0.35709475651202544
