galaxy,n,chi2_bary,redchi2_bary,chi2_qds,redchi2_qds,improve_pct,v0,lam,out_csv
CamB,9,85.26023476354608,9.473359418171787,85.26023476354608,12.18003353764944,0.0,0.0,0.005,/data/data/com.termux/files/home/OMEGA_EMPIRE/UV_QDS/data/rotmods_rc/qds_fit_out_flatboost_20251213_005109/CamB_QDS_bestfit.csv
D512-2,4,44.42579649505268,11.10644912376317,0.8160935201335635,0.40804676006678176,98.16301882122825,27.990000000000002,0.8085977015833735,/data/data/com.termux/files/home/OMEGA_EMPIRE/UV_QDS/data/rotmods_rc/qds_fit_out_flatboost_20251213_005109/D512-2_QDS_bestfit.csv
D564-8,6,171.0846872765243,28.514114546087384,1.2984477366309755,0.32461193415774386,99.24104970625903,30.0,2.236067977499788,/data/data/com.termux/files/home/OMEGA_EMPIRE/UV_QDS/data/rotmods_rc/qds_fit_out_flatboost_20251213_005109/D564-8_QDS_bestfit.csv
D631-7,16,1408.099675294087,88.00622970588044,40.42040168622422,2.8871715490160157,97.12943604807079,83.5,6.183544660353513,/data/data/com.termux/files/home/OMEGA_EMPIRE/UV_QDS/data/rotmods_rc/qds_fit_out_flatboost_20251213_005109/D631-7_QDS_bestfit.csv
DDO064,14,117.32468313000886,8.380334509286348,4.246742534580736,0.35389521121506134,96.38035030542136,61.115,2.236067977499788,/data/data/com.termux/files/home/OMEGA_EMPIRE/UV_QDS/data/rotmods_rc/qds_fit_out_flatboost_20251213_005109/DDO064_QDS_bestfit.csv
DDO154,12,65173.21126264126,5431.100938553439,62.7820617981141,6.27820617981141,99.90366891460188,51.24,2.236067977499788,/data/data/com.termux/files/home/OMEGA_EMPIRE/UV_QDS/data/rotmods_rc/qds_fit_out_flatboost_20251213_005109/DDO154_QDS_bestfit.csv
DDO161,31,10061.08143490559,324.5510140292126,46.53413316144797,1.6046252814292403,99.53748378380078,64.75,6.183544660353513,/data/data/com.termux/files/home/OMEGA_EMPIRE/UV_QDS/data/rotmods_rc/qds_fit_out_flatboost_20251213_005109/DDO161_QDS_bestfit.csv
DDO168,10,1249.1037888113738,124.91037888113738,47.714763404495976,5.964345425561997,96.18008016372279,116.0,6.183544660353513,/data/data/com.termux/files/home/OMEGA_EMPIRE/UV_QDS/data/rotmods_rc/qds_fit_out_flatboost_20251213_005109/DDO168_QDS_bestfit.csv
DDO170,8,3927.752198160778,490.96902477009723,43.1648310283523,7.194138504725384,98.90102967675595,52.32000000000001,2.236067977499788,/data/data/com.termux/files/home/OMEGA_EMPIRE/UV_QDS/data/rotmods_rc/qds_fit_out_flatboost_20251213_005109/DDO170_QDS_bestfit.csv
ESO079-G014,15,1654.3800429182456,110.29200286121637,41.24569425848737,3.172745712191336,97.50687912157522,121.80000000000001,6.183544660353513,/data/data/com.termux/files/home/OMEGA_EMPIRE/UV_QDS/data/rotmods_rc/qds_fit_out_flatboost_20251213_005109/ESO079-G014_QDS_bestfit.csv
ESO116-G012,15,2783.658648058021,185.57724320386805,27.619365716745016,2.1245665935957705,99.00780342675948,130.15,6.183544660353513,/data/data/com.termux/files/home/OMEGA_EMPIRE/UV_QDS/data/rotmods_rc/qds_fit_out_flatboost_20251213_005109/ESO116-G012_QDS_bestfit.csv
ESO444-G084,7,1807.772735948683,258.253247992669,16.324543828458182,3.2649087656916365,99.09698030599563,57.26499999999999,0.8085977015833735,/data/data/com.termux/files/home/OMEGA_EMPIRE/UV_QDS/data/rotmods_rc/qds_fit_out_flatboost_20251213_005109/ESO444-G084_QDS_bestfit.csv
ESO563-G021,30,1805.2605140719638,60.175350469065464,420.4649291414898,15.016604612196064,76.7089056751657,259.5,17.09975946676695,/data/data/com.termux/files/home/OMEGA_EMPIRE/UV_QDS/data/rotmods_rc/qds_fit_out_flatboost_20251213_005109/ESO563-G021_QDS_bestfit.csv
F561-1,6,3.727396887316666,0.6212328145527777,3.727396887316666,0.9318492218291665,0.0,0.0,0.005,/data/data/com.termux/files/home/OMEGA_EMPIRE/UV_QDS/data/rotmods_rc/qds_fit_out_flatboost_20251213_005109/F561-1_QDS_bestfit.csv
F563-1,17,453.4335369450373,26.6725609967669,14.562756688396709,0.9708504458931139,96.78833709863815,96.25,2.236067977499788,/data/data/com.termux/files/home/OMEGA_EMPIRE/UV_QDS/data/rotmods_rc/qds_fit_out_flatboost_20251213_005109/F563-1_QDS_bestfit.csv
F563-V1,6,0.8705252366716097,0.14508753944526828,0.8705252366716097,0.21763130916790244,0.0,0.0,0.005,/data/data/com.termux/files/home/OMEGA_EMPIRE/UV_QDS/data/rotmods_rc/qds_fit_out_flatboost_20251213_005109/F563-V1_QDS_bestfit.csv
F563-V2,10,163.94131906538684,16.394131906538682,2.0140522703131665,0.2517565337891458,98.77147976983773,107.25,2.236067977499788,/data/data/com.termux/files/home/OMEGA_EMPIRE/UV_QDS/data/rotmods_rc/qds_fit_out_flatboost_20251213_005109/F563-V2_QDS_bestfit.csv
F565-V2,7,259.91505852648993,37.130722646641416,1.2989348652655153,0.25978697305310305,99.50024639871603,102.695,6.183544660353513,/data/data/com.termux/files/home/OMEGA_EMPIRE/UV_QDS/data/rotmods_rc/qds_fit_out_flatboost_20251213_005109/F565-V2_QDS_bestfit.csv
F567-2,5,17.73886238544141,3.5477724770882824,0.8857349073701298,0.2952449691233766,95.00681110138683,34.74,2.236067977499788,/data/data/com.termux/files/home/OMEGA_EMPIRE/UV_QDS/data/rotmods_rc/qds_fit_out_flatboost_20251213_005109/F567-2_QDS_bestfit.csv
F568-1,12,345.21845885219534,28.768204904349613,5.940346554564764,0.5940346554564764,98.27925002205397,116.89999999999999,2.236067977499788,/data/data/com.termux/files/home/OMEGA_EMPIRE/UV_QDS/data/rotmods_rc/qds_fit_out_flatboost_20251213_005109/F568-1_QDS_bestfit.csv
F568-3,18,273.7192236787743,15.206623537709683,22.512347464677134,1.4070217165423209,91.77538677696357,101.5,6.183544660353513,/data/data/com.termux/files/home/OMEGA_EMPIRE/UV_QDS/data/rotmods_rc/qds_fit_out_flatboost_20251213_005109/F568-3_QDS_bestfit.csv
F568-V1,15,473.52926519648986,31.56861767976599,0.8417211210846016,0.06474777854496935,99.82224517406853,107.25,2.236067977499788,/data/data/com.termux/files/home/OMEGA_EMPIRE/UV_QDS/data/rotmods_rc/qds_fit_out_flatboost_20251213_005109/F568-V1_QDS_bestfit.csv
F571-8,13,1600.756578406379,123.13512141587532,522.4820920260568,47.4983720023688,67.36030330444059,245.04999999999998,17.09975946676695,/data/data/com.termux/files/home/OMEGA_EMPIRE/UV_QDS/data/rotmods_rc/qds_fit_out_flatboost_20251213_005109/F571-8_QDS_bestfit.csv
F571-V1,7,206.22811867562163,29.46115981080309,0.9517298696037615,0.1903459739207523,99.53850625428014,87.44,6.183544660353513,/data/data/com.termux/files/home/OMEGA_EMPIRE/UV_QDS/data/rotmods_rc/qds_fit_out_flatboost_20251213_005109/F571-V1_QDS_bestfit.csv
F574-1,14,889.9510550971154,63.56793250693681,7.895201578673896,0.6579334648894913,99.1128499108513,81.055,2.236067977499788,/data/data/com.termux/files/home/OMEGA_EMPIRE/UV_QDS/data/rotmods_rc/qds_fit_out_flatboost_20251213_005109/F574-1_QDS_bestfit.csv
F574-2,5,3.3569881462025783,0.6713976292405157,3.3569881462025783,1.1189960487341928,0.0,0.0,0.005,/data/data/com.termux/files/home/OMEGA_EMPIRE/UV_QDS/data/rotmods_rc/qds_fit_out_flatboost_20251213_005109/F574-2_QDS_bestfit.csv
F579-V1,14,192.09790381468886,13.721278843906347,0.4267040801494537,0.03555867334578781,99.77787155836896,83.4,0.8085977015833735,/data/data/com.termux/files/home/OMEGA_EMPIRE/UV_QDS/data/rotmods_rc/qds_fit_out_flatboost_20251213_005109/F579-V1_QDS_bestfit.csv
F583-1,25,905.9755192989469,36.239020771957875,30.729070599945516,1.336046547823718,96.60817870402016,106.305,6.183544660353513,/data/data/com.termux/files/home/OMEGA_EMPIRE/UV_QDS/data/rotmods_rc/qds_fit_out_flatboost_20251213_005109/F583-1_QDS_bestfit.csv
F583-4,12,209.2956959549521,17.441307996246007,3.711995214416067,0.37119952144160673,98.22643499787256,52.195,2.236067977499788,/data/data/com.termux/files/home/OMEGA_EMPIRE/UV_QDS/data/rotmods_rc/qds_fit_out_flatboost_20251213_005109/F583-4_QDS_bestfit.csv
IC2574,34,7407.339165039874,217.86291661881984,91.27324286774474,2.852288839617023,98.76779986937113,124.875,17.09975946676695,/data/data/com.termux/files/home/OMEGA_EMPIRE/UV_QDS/data/rotmods_rc/qds_fit_out_flatboost_20251213_005109/IC2574_QDS_bestfit.csv
IC4202,32,1850.4739547012236,57.82731108441324,1620.8347739517467,54.027825798391554,12.409749413984827,316.25,47.28708045015874,/data/data/com.termux/files/home/OMEGA_EMPIRE/UV_QDS/data/rotmods_rc/qds_fit_out_flatboost_20251213_005109/IC4202_QDS_bestfit.csv
KK98-251,15,228.24103710495388,15.216069140330259,5.376054820828398,0.4135426785252614,97.64457133168551,74.5,6.183544660353513,/data/data/com.termux/files/home/OMEGA_EMPIRE/UV_QDS/data/rotmods_rc/qds_fit_out_flatboost_20251213_005109/KK98-251_QDS_bestfit.csv
NGC0024,29,1588.6852570715064,54.78225024384505,38.728213627463475,1.4343782824986473,97.5622475594157,87.75,0.8085977015833735,/data/data/com.termux/files/home/OMEGA_EMPIRE/UV_QDS/data/rotmods_rc/qds_fit_out_flatboost_20251213_005109/NGC0024_QDS_bestfit.csv
