r_kpc,vobs,verr,vgas,vdisk,vbul,v_bary,v_qds_component,v_model,res_bary,res_qds,res_bary_norm,res_qds_norm
0.68,20.5,2.47,1.03,19.12,0.0,19.147723102238555,9.897308869463899,21.55439683353651,1.3522768977614454,-1.0543968335365115,0.547480525409492,-0.42688130912409367
1.37,34.6,2.45,11.15,29.14,0.0,31.20035416465653,18.887181937963494,36.47173894343036,3.3996458353434704,-1.8717389434303584,1.387610545038151,-0.7639750789511667
2.05,46.0,2.45,16.87,32.19,0.0,36.34271591392146,26.817610827273935,45.1661073204579,9.65728408607854,0.8338926795421031,3.9417486065626695,0.34036435899677675
2.74,51.8,2.46,20.26,33.36,0.0,39.03020881317444,34.02093751273535,51.77626279720702,12.769791186825557,0.023737202792979417,5.190972027164861,0.009649269428040414
3.42,56.8,2.44,21.81,33.94,0.0,40.343521165113984,40.37536205357685,57.07687413442868,16.456478834886013,-0.2768741344286809,6.74445853888771,-0.11347300591339382
4.11,61.4,2.44,23.37,34.3,0.0,41.50478165223857,46.14718051442865,62.06616767153634,19.89521834776143,-0.6661676715363427,8.153778011377634,-0.27301953751489455
