r_kpc,vobs,verr,vgas,vdisk,vbul,v_bary,v_qds_component,v_model,res_bary,res_qds,res_bary_norm,res_qds_norm
9.19,248.0,7.0,0.0,218.11,0.0,218.11,80.2614572627756,232.40885013687486,29.889999999999986,15.591149863125139,4.269999999999998,2.2273071233035915
13.79,264.0,6.6,6.57,246.64,0.0,246.72749036132961,106.86422589105983,268.87621180627985,17.272509638670385,-4.876211806279855,2.6170469149500586,-0.7388199706484629
18.35,272.0,5.7,31.53,243.17,0.0,245.20560719526785,127.0381208609433,276.1602323867063,26.794392804732155,-4.160232386706298,4.700770667496869,-0.7298653310011048
22.94,271.0,5.7,46.25,231.91,0.0,236.47687117348283,142.57844630427408,276.1338877257566,34.523128826517166,-5.133887725756608,6.056689267810029,-0.9006820571502822
27.52,264.0,5.3,52.31,206.95,0.0,213.45875151888245,154.43773934450834,263.4685065313164,50.54124848111755,0.5314934686836068,9.536084619078784,0.10028178654407675
32.11,242.0,7.4,49.34,187.25,0.0,193.64141628277767,163.52772594260293,253.45278702740484,48.35858371722233,-11.452787027404838,6.534943745570585,-1.5476739226222753
36.7,244.0,5.3,46.74,173.25,0.0,179.44411414142286,170.47777421668252,247.51335641107164,64.55588585857714,-3.5133564110716407,12.180355822373047,-0.662897436051253
41.44,241.0,6.2,45.26,161.14,0.0,167.37552748236521,175.94239123983664,242.83799586389222,73.62447251763479,-1.8379958638922176,11.874914922199158,-0.29645094578906733
46.02,237.0,8.6,44.89,151.17,0.0,157.69426432181987,179.962163381736,239.27779096488382,79.30573567818013,-2.2777909648838204,9.221597171881411,-0.26485941452137446
