galaxy,n,chi2_bary,redchi2_bary,chi2_qds,redchi2_qds,improve_pct,v0,lam,out_csv
CamB,9,85.26023476354608,9.473359418171787,85.26023476354608,12.18003353764944,0.0,0.0,0.005,/data/data/com.termux/files/home/OMEGA_EMPIRE/UV_QDS/data/rotmods_rc/qds_fit_out_flatboost_20251213_005057/CamB_QDS_bestfit.csv
D512-2,4,44.42579649505268,11.10644912376317,0.5561924173000998,0.2780962086500499,98.74804176586447,27.990000000000002,0.9283177667225561,/data/data/com.termux/files/home/OMEGA_EMPIRE/UV_QDS/data/rotmods_rc/qds_fit_out_flatboost_20251213_005057/D512-2_QDS_bestfit.csv
D564-8,6,171.0846872765243,28.514114546087384,1.1752063068289833,0.2938015767072458,99.31308504253832,30.0,2.0000000000000004,/data/data/com.termux/files/home/OMEGA_EMPIRE/UV_QDS/data/rotmods_rc/qds_fit_out_flatboost_20251213_005057/D564-8_QDS_bestfit.csv
D631-7,16,1408.099675294087,88.00622970588044,35.69678667316393,2.549770476654566,97.46489632094345,112.725,9.283177667225562,/data/data/com.termux/files/home/OMEGA_EMPIRE/UV_QDS/data/rotmods_rc/qds_fit_out_flatboost_20251213_005057/D631-7_QDS_bestfit.csv
DDO064,14,117.32468313000886,8.380334509286348,4.152480125319111,0.34604001044325927,96.46069350921007,57.52,2.0000000000000004,/data/data/com.termux/files/home/OMEGA_EMPIRE/UV_QDS/data/rotmods_rc/qds_fit_out_flatboost_20251213_005057/DDO064_QDS_bestfit.csv
DDO154,12,65173.21126264126,5431.100938553439,94.69231646275027,9.469231646275027,99.85470668910091,47.58,2.0000000000000004,/data/data/com.termux/files/home/OMEGA_EMPIRE/UV_QDS/data/rotmods_rc/qds_fit_out_flatboost_20251213_005057/DDO154_QDS_bestfit.csv
DDO161,31,10061.08143490559,324.5510140292126,57.401195716936165,1.9793515764460747,99.42947290419704,78.625,9.283177667225562,/data/data/com.termux/files/home/OMEGA_EMPIRE/UV_QDS/data/rotmods_rc/qds_fit_out_flatboost_20251213_005057/DDO161_QDS_bestfit.csv
DDO168,10,1249.1037888113738,124.91037888113738,44.34519802625214,5.543149753281518,96.44983880255056,88.0,4.3088693800637685,/data/data/com.termux/files/home/OMEGA_EMPIRE/UV_QDS/data/rotmods_rc/qds_fit_out_flatboost_20251213_005057/DDO168_QDS_bestfit.csv
DDO170,8,3927.752198160778,490.96902477009723,32.2865269055216,5.381087817586933,99.17798971837784,56.68000000000001,4.3088693800637685,/data/data/com.termux/files/home/OMEGA_EMPIRE/UV_QDS/data/rotmods_rc/qds_fit_out_flatboost_20251213_005057/DDO170_QDS_bestfit.csv
ESO079-G014,15,1654.3800429182456,110.29200286121637,32.65010328882974,2.511546406833057,98.02644480459057,142.1,9.283177667225562,/data/data/com.termux/files/home/OMEGA_EMPIRE/UV_QDS/data/rotmods_rc/qds_fit_out_flatboost_20251213_005057/ESO079-G014_QDS_bestfit.csv
ESO116-G012,15,2783.658648058021,185.57724320386805,17.426796994499334,1.340522845730718,99.3739607043178,109.6,4.3088693800637685,/data/data/com.termux/files/home/OMEGA_EMPIRE/UV_QDS/data/rotmods_rc/qds_fit_out_flatboost_20251213_005057/ESO116-G012_QDS_bestfit.csv
ESO444-G084,7,1807.772735948683,258.253247992669,11.000657527746153,2.2001315055492308,99.39148006223397,57.26499999999999,0.9283177667225561,/data/data/com.termux/files/home/OMEGA_EMPIRE/UV_QDS/data/rotmods_rc/qds_fit_out_flatboost_20251213_005057/ESO444-G084_QDS_bestfit.csv
ESO563-G021,30,1805.2605140719638,60.175350469065464,428.075598637207,15.288414237043108,76.28732278248111,276.8,20.000000000000007,/data/data/com.termux/files/home/OMEGA_EMPIRE/UV_QDS/data/rotmods_rc/qds_fit_out_flatboost_20251213_005057/ESO563-G021_QDS_bestfit.csv
F561-1,6,3.727396887316666,0.6212328145527777,3.727396887316666,0.9318492218291665,0.0,0.0,0.005,/data/data/com.termux/files/home/OMEGA_EMPIRE/UV_QDS/data/rotmods_rc/qds_fit_out_flatboost_20251213_005057/F561-1_QDS_bestfit.csv
F563-1,17,453.4335369450373,26.6725609967669,13.686721244927096,0.9124480829951397,96.98153750665644,110.0,4.3088693800637685,/data/data/com.termux/files/home/OMEGA_EMPIRE/UV_QDS/data/rotmods_rc/qds_fit_out_flatboost_20251213_005057/F563-1_QDS_bestfit.csv
F563-V1,6,0.8705252366716097,0.14508753944526828,0.8705252366716097,0.21763130916790244,0.0,0.0,0.005,/data/data/com.termux/files/home/OMEGA_EMPIRE/UV_QDS/data/rotmods_rc/qds_fit_out_flatboost_20251213_005057/F563-V1_QDS_bestfit.csv
F563-V2,10,163.94131906538684,16.394131906538682,1.9465352143293249,0.2433169017911656,98.81266344236687,107.25,2.0000000000000004,/data/data/com.termux/files/home/OMEGA_EMPIRE/UV_QDS/data/rotmods_rc/qds_fit_out_flatboost_20251213_005057/F563-V2_QDS_bestfit.csv
F565-V2,7,259.91505852648993,37.130722646641416,0.5722083699695116,0.11444167399390233,99.77984793447001,86.47999999999999,4.3088693800637685,/data/data/com.termux/files/home/OMEGA_EMPIRE/UV_QDS/data/rotmods_rc/qds_fit_out_flatboost_20251213_005057/F565-V2_QDS_bestfit.csv
F567-2,5,17.73886238544141,3.5477724770882824,0.9268337355974414,0.3089445785324805,94.77512302954608,34.74,2.0000000000000004,/data/data/com.termux/files/home/OMEGA_EMPIRE/UV_QDS/data/rotmods_rc/qds_fit_out_flatboost_20251213_005057/F567-2_QDS_bestfit.csv
F568-1,12,345.21845885219534,28.768204904349613,4.557466694476648,0.45574666944766484,98.67983111052936,133.6,4.3088693800637685,/data/data/com.termux/files/home/OMEGA_EMPIRE/UV_QDS/data/rotmods_rc/qds_fit_out_flatboost_20251213_005057/F568-1_QDS_bestfit.csv
F568-3,18,273.7192236787743,15.206623537709683,25.665974543121475,1.6041234089450922,90.62324735611482,130.5,9.283177667225562,/data/data/com.termux/files/home/OMEGA_EMPIRE/UV_QDS/data/rotmods_rc/qds_fit_out_flatboost_20251213_005057/F568-3_QDS_bestfit.csv
F568-V1,15,473.52926519648986,31.56861767976599,1.9744819323496354,0.15188322556535658,99.58302853118691,107.25,2.0000000000000004,/data/data/com.termux/files/home/OMEGA_EMPIRE/UV_QDS/data/rotmods_rc/qds_fit_out_flatboost_20251213_005057/F568-V1_QDS_bestfit.csv
F571-8,13,1600.756578406379,123.13512141587532,523.2925657447677,47.572051431342516,67.30967263831408,278.84999999999997,20.000000000000007,/data/data/com.termux/files/home/OMEGA_EMPIRE/UV_QDS/data/rotmods_rc/qds_fit_out_flatboost_20251213_005057/F571-8_QDS_bestfit.csv
F571-V1,7,206.22811867562163,29.46115981080309,0.5509617382803474,0.11019234765606949,99.73283869250295,76.50999999999999,4.3088693800637685,/data/data/com.termux/files/home/OMEGA_EMPIRE/UV_QDS/data/rotmods_rc/qds_fit_out_flatboost_20251213_005057/F571-V1_QDS_bestfit.csv
