r_kpc,vobs,verr,vgas,vdisk,vbul,v_bary,v_qds_component,v_model,res_bary,res_qds,res_bary_norm,res_qds_norm
0.64,12.4,8.6,1.18,13.56,0.0,13.611245350811954,8.693792742593635,16.150790452828424,-1.2112453508119536,-3.750790452828424,-0.14084248265255275,-0.43613842474749115
1.18,21.9,6.2,1.55,21.17,0.0,21.226667190117247,15.577087207687116,26.329015284964413,0.6733328098827513,-4.429015284964414,0.10860206611012119,-0.7143573040265184
1.8,32.3,1.88,1.6,27.72,0.0,27.76613765002255,23.001799847525298,36.05608403897482,4.533862349977447,-3.7560840389748194,2.411628909562472,-1.9979170420078827
2.03,37.9,6.2,1.54,29.76,0.0,29.79981879139536,25.632452054446112,39.30714691151571,8.100181208604639,-1.40714691151571,1.3064808400975223,-0.22695917927672743
2.78,53.1,9.5,1.46,36.4,0.0,36.42926845271532,33.771623826362145,49.67508606806143,16.67073154728468,3.424913931938569,1.754813847082598,0.36051725599353357
3.0,62.4,11.0,1.62,38.08,0.0,38.11444345651658,36.03701890965755,52.45357501538876,24.285556543483416,9.946424984611241,2.2077778675894013,0.9042204531464765
3.64,68.0,6.2,2.96,42.4,0.0,42.50319517401015,42.33005783262291,59.98629340201977,25.496804825989848,8.013706597980232,4.112387875159653,1.292533322254876
4.19,78.0,7.98,5.28,45.43,0.0,45.735798888835426,47.40212256796561,65.86899516425338,32.264201111164574,12.131004835746623,4.043132971323882,1.5201760445797772
4.6,82.3,6.2,6.86,46.43,0.0,46.93404414707942,50.992349633509555,69.3038543022398,35.36595585292058,12.996145697760198,5.7041864278904155,2.096152531896806
5.14,85.7,6.3,8.92,47.19,0.0,48.025644191410905,55.48534372652589,73.38314430746836,37.6743558085891,12.316855692531647,5.980056477553825,1.9550564591320074
5.39,85.5,6.51,9.95,47.91,0.0,48.93230630166536,57.47856137706551,75.48612864611012,36.56769369833464,10.013871353889883,5.6171572501282085,1.5382290866190296
6.31,89.5,15.6,14.48,50.48,0.0,52.515719551387654,64.36824221669679,83.07328936588068,36.984280448612346,6.426710634119317,2.3707872082443813,0.41196863039226395
9.1,95.2,15.5,26.69,51.31,0.0,57.83659913929933,81.53501539334577,99.96514860286625,37.36340086070067,-4.7651486028662475,2.4105419910129466,-0.30742894212040306
10.17,97.5,6.2,29.9,52.01,0.0,59.992083644427616,86.86571533470816,105.56847351653121,37.507916355572384,-8.068473516531213,6.049663928318126,-1.301366696214712
11.99,101.0,10.2,33.72,51.6,0.0,61.64088253748481,94.63400507280052,112.93889195542356,39.35911746251519,-11.938891955423557,3.85873700612894,-1.170479603472898
14.02,107.0,10.7,36.41,50.13,0.0,61.95728367189769,101.67870542035952,119.06831709552398,45.04271632810231,-12.06831709552398,4.209599656831991,-1.1278801023854188
15.94,117.0,11.7,38.69,49.27,0.0,62.64542281763289,107.06363727529634,124.04463481592512,54.35457718236711,-7.0446348159251215,4.6456903574672745,-0.60210553982266
17.98,120.0,12.0,39.0,48.97,0.0,62.60240330849927,111.68721973088654,128.03552612933385,57.39759669150073,-8.035526129333846,4.783133057625061,-0.6696271774444872
