r_kpc,vobs,verr,vgas,vdisk,vbul,v_bary,v_qds_component,v_model,res_bary,res_qds,res_bary_norm,res_qds_norm
0.12,6.48,2.6,-0.66,2.2,0.0,2.296867431960321,3.8378752642491434,4.472682253853434,4.18313256803968,2.0073177461465663,1.608897141553723,0.7720452869794485
0.19,8.6,2.65,0.47,2.24,0.0,2.2887769659798662,5.857935862620143,6.28919013630302,6.311223034020133,2.3108098636969796,2.381593597743447,0.8720037221498037
0.26,10.2,3.03,1.82,2.72,0.0,3.2727358585745967,7.73127466753372,8.395439713609326,6.927264141425402,1.8045602863906733,2.2862257892493076,0.5955644509540177
0.33,11.7,3.55,3.08,2.9,0.0,4.2304136913545465,9.46854843091737,10.370622420502436,7.469586308645453,1.3293775794975637,2.1041088193367474,0.3744725576049476
0.4,12.7,3.75,4.2,2.92,0.0,5.115310352266029,11.079639879525056,12.2034757286587,7.5846896477339705,0.49652427134129873,2.0225839060623922,0.13240647235767966
0.47,14.1,3.43,5.32,3.03,0.0,6.122360655825497,12.573713934221752,13.985048519745732,7.977639344174503,0.11495148025426793,2.325842374394899,0.033513551094538754
0.55,16.0,3.33,6.65,3.44,0.0,7.487062174177533,14.148814721578134,16.00765623148955,8.512937825822467,-0.007656231489548304,2.5564377855322724,-0.002299168615479971
0.62,18.1,2.66,7.97,3.69,0.0,8.782767217682592,15.41996732648091,17.745771111725148,9.31723278231741,0.35422888827485366,3.5027190910967705,0.13316875499054648
0.69,21.2,3.78,9.25,3.81,0.0,10.003929228058343,16.598793102129253,19.38036461079341,11.196070771941656,1.8196353892065886,2.96192348464065,0.48138502359962665
0.76,21.6,3.33,10.36,3.95,0.0,11.087474915416944,17.691997965159207,20.87914969531081,10.512525084583057,0.7208503046891899,3.1569144398147317,0.2164715629697267
0.83,23.3,3.09,11.58,4.15,0.0,12.301174740649772,18.705800765573073,22.388074555024026,10.998825259350228,0.9119254449759744,3.559490375194249,0.2951215032284707
0.9,24.5,3.26,12.39,4.32,0.0,13.121528112228392,19.6459686635445,23.62495681962133,11.378471887771608,0.8750431803786682,3.4903287999299413,0.26841815349038906
0.97,24.4,3.29,13.1,4.46,0.0,13.838410313327177,20.51784993672224,24.74840936355007,10.561589686672821,-0.348409363550072,3.2102096312075443,-0.10589950259880608
1.04,25.3,2.78,13.71,4.57,0.0,14.451608906969495,21.326404404661695,25.761687150324097,10.848391093030505,-0.4616871503240958,3.90229895432752,-0.16607451450507044
1.11,25.4,2.78,14.22,4.69,0.0,14.973459854021716,22.07623164345774,26.675166420766804,10.426540145978283,-1.275166420766805,3.7505540093447065,-0.4586929571103615
1.19,25.9,2.73,14.63,4.81,0.0,15.400422072138154,22.866723567533533,27.569186544292407,10.499577927861845,-1.6691865442924083,3.8459992409750345,-0.6114236425979518
1.26,26.7,2.67,14.83,4.88,0.0,15.612280422795383,23.50467377142496,28.21724630613541,11.087719577204616,-1.5172463061354122,4.152703961499856,-0.568257043496409
1.33,27.1,3.16,15.03,4.95,0.0,15.824139787046876,24.096288138595966,28.827669036157616,11.275860212953125,-1.7276690361576144,3.5683101939725077,-0.5467307076448147
1.4,28.6,3.34,15.13,5.03,0.0,15.94420898006546,24.644932150790243,29.352861542225394,12.655791019934542,-0.7528615422253928,3.789158988004354,-0.2254076473728721
1.48,28.9,3.21,15.24,5.09,0.0,16.067535591994186,25.223330264905805,29.90622158769832,12.832464408005812,-1.0062215876983203,3.9976524635532127,-0.3134646690648973
1.55,30.4,4.14,15.34,5.13,0.0,16.175057959710685,25.690114533779703,30.358104103496306,14.224942040289314,0.04189589650369285,3.435976338234134,0.010119781764177018
1.62,30.8,4.35,15.54,5.17,0.0,16.377438749694655,26.12299515385113,30.83231058172789,14.422561250305346,-0.03231058172788792,3.3155313219092752,-0.0074277199374455
1.69,30.5,4.56,15.54,5.21,0.0,16.390109822694903,26.524434627562357,31.17982251892767,14.109890177305097,-0.6798225189276685,3.0942741616897145,-0.1490838857297519
1.75,33.0,4.04,15.54,5.22,0.0,16.393291310777098,26.84523662893914,31.454836347750017,16.606708689222902,1.5451636522499825,4.110571457728441,0.38246625055692635
1.83,32.1,4.35,15.64,5.25,0.0,16.497639225052776,27.241958849539284,31.84802069140234,15.602360774947226,0.2519793085976616,3.586749603436144,0.0579262778385429
1.9,32.9,4.36,15.64,5.28,0.0,16.5072105456979,27.562125335510686,32.12722759608118,16.392789454302097,0.7727724039188217,3.7598140950234162,0.1772413770456013
