r_kpc,vobs,verr,vgas,vdisk,vbul,v_bary,v_qds_component,v_model,res_bary,res_qds,res_bary_norm,res_qds_norm
0.63,262.0,73.6,-0.79,82.82,389.26,397.97377313084337,3.49402058498483,397.9891107553676,-135.97377313084337,-135.98911075536762,-1.8474697436255894,-1.847678135263147
0.79,250.0,55.5,-0.85,98.9,366.12,379.24370383699187,4.377621559380187,379.2689685045656,-129.24370383699187,-129.26896850456558,-2.328715384450304,-2.329170603685866
0.95,241.0,42.9,-0.88,113.48,343.54,361.7985854035364,5.2597009169707105,361.83681522716284,-120.79858540353638,-120.83681522716284,-2.8158178415742747,-2.8167089796541456
1.11,234.0,31.9,-0.87,126.74,322.48,346.49261882470165,6.140261278078778,346.54702092005215,-112.49261882470165,-112.54702092005215,-3.5264143832194876,-3.5281197780580613
1.27,228.0,28.8,-0.8,138.83,303.96,334.1647654975012,7.019305258505636,334.23847945189084,-106.16476549750121,-106.23847945189084,-3.6862765797743475,-3.688836092079543
1.43,225.0,24.2,-0.68,149.76,286.96,323.68898900024385,7.896835469556371,323.78530172080576,-98.68898900024385,-98.78530172080576,-4.078057396704292,-4.082037261190321
1.59,222.0,12.2,-0.44,159.73,272.22,315.622551317234,8.772854518040374,315.74445027014286,-93.62255131723401,-93.74445027014286,-7.673979616166723,-7.683971333618268
1.9,221.0,6.34,0.78,176.94,249.03,305.49028282418413,10.465850820131765,305.6695060574235,-84.49028282418413,-84.66950605742352,-13.3265430322057,-13.354811680981628
2.06,221.0,12.2,1.08,185.04,239.17,302.3958612481328,11.337445861572373,302.6083187532426,-81.3958612481328,-81.6083187532426,-6.671791905584656,-6.68920645518382
2.22,222.0,16.9,1.32,192.44,230.43,300.2213864800441,12.207539961182647,300.4694742097837,-78.22138648004409,-78.4694742097837,-4.628484407103201,-4.6431641544250715
2.38,222.0,26.0,1.56,199.32,222.52,298.74076789082534,13.076135703679878,299.0268077028229,-76.74076789082534,-77.02680770282291,-2.9515679958009744,-2.96256952703165
2.79,221.0,13.1,2.09,211.11,205.57,294.67070621288434,15.295091012589634,295.06739045357654,-73.67070621288434,-74.06739045357654,-5.623718031517889,-5.653999271265384
2.86,221.0,11.8,2.18,212.46,203.04,293.886450181018,15.672958568936334,294.30407273822016,-72.886450181018,-73.30407273822016,-6.176817811950678,-6.212209554086454
3.02,220.0,22.9,2.37,214.79,197.59,291.8598449598711,16.53558664124187,292.3278890656347,-71.85984495987111,-72.32788906563468,-3.1379844960642407,-3.1584231033028245
4.17,205.0,8.45,2.86,211.54,168.15,270.24391519514364,22.692171707914014,271.1949637379379,-65.24391519514364,-66.19496373793788,-7.721173395874988,-7.83372351928259
5.56,190.0,13.3,-1.54,194.36,145.62,242.86491224547032,30.032520371991936,244.7147684139519,-52.86491224547032,-54.7147684139519,-3.9748054319902497,-4.113892361951271
6.96,190.0,8.87,-5.89,186.95,130.15,227.86842058521404,37.31541054948971,230.90356637452996,-37.86842058521404,-40.90356637452996,-4.26926951355288,-4.61145054955242
8.35,198.0,3.19,-6.18,182.36,118.83,217.7474015918445,44.43843187930258,222.23569724032055,-19.747401591844493,-24.235697240320548,-6.190408022521785,-7.597397254018981
9.73,204.0,2.56,5.96,181.71,110.08,212.53623714557477,51.405483583772586,218.66452808464732,-8.536237145574773,-14.664528084647316,-3.334467634990146,-5.728331283065358
11.14,204.0,1.09,14.87,174.04,102.88,202.7198384470548,58.41782436295159,210.96913305813402,1.2801615529452022,-6.96913305813402,1.1744601403166992,-6.393700053333962
12.51,201.0,0.57,22.04,166.83,97.08,194.27438559933734,65.12997050387969,204.90107358878393,6.725614400662664,-3.9010735887839303,11.7993235099345,-6.84398875225251
13.88,203.0,0.75,28.09,161.75,92.17,188.2748509493501,71.7437869667612,201.4809928214868,14.72514905064989,1.519007178513192,19.633532067533185,2.025342904684256
15.35,202.0,0.89,32.2,157.11,87.64,182.75984706712796,78.73264668266283,198.99746569656867,19.240152932872036,3.0025343034313323,21.61814936277757,3.3736340487992496
16.72,198.0,1.58,34.45,151.02,83.97,176.1953569195284,85.14719055207685,195.69069435952156,21.804643080471607,2.309305640478442,13.800407012956713,1.4615858484040771
18.08,195.0,1.5,34.96,144.44,80.75,169.13213089179715,91.42196602354744,192.25933936121456,25.867869108202854,2.7406606387854424,17.245246072135235,1.8271070925236284
19.45,194.0,2.16,34.55,137.88,77.86,162.07028259369451,97.65061753316704,189.21527318007094,31.929717406305485,4.7847268199290625,14.78227657699328,2.215151305522714
20.92,192.0,6.21,33.63,131.28,75.07,154.9223037525585,104.23247112167829,186.72259701528228,37.07769624744151,5.277402984717725,5.970643518106523,0.849823346975479
22.92,190.0,3.14,31.78,123.21,71.72,146.06310588235485,113.02164178175336,184.68438594272928,43.93689411764515,5.315614057270722,13.992641438740494,1.692870718876026
25.02,191.0,14.6,29.63,116.76,68.65,138.6494031721738,122.04872719080979,184.71477690996113,52.350596827826195,6.285223090038869,3.585657316974397,0.4304947321944431
29.23,193.0,18.6,26.35,106.8,63.51,127.02000866005324,139.54229073240845,188.6958756911449,65.97999133994676,4.304124308855108,3.547311362362729,0.2314045327341456
