r_kpc,vobs,verr,vgas,vdisk,vbul,v_bary,v_qds_component,v_model,res_bary,res_qds,res_bary_norm,res_qds_norm
0.16,1.99,1.5,1.86,3.75,0.0,4.185940754478018,0.0,4.185940754478018,-2.195940754478018,-2.195940754478018,-1.4639605029853453,-1.4639605029853453
0.41,4.84,1.5,4.24,9.47,0.0,10.375861410022784,0.0,10.375861410022784,-5.535861410022784,-5.535861410022784,-3.6905742733485227,-3.6905742733485227
0.57,6.79,1.5,5.61,11.76,0.0,13.029570215475259,0.0,13.029570215475259,-6.239570215475259,-6.239570215475259,-4.159713476983506,-4.159713476983506
0.73,8.87,1.5,6.77,13.72,0.0,15.299388876683931,0.0,15.299388876683931,-6.429388876683932,-6.429388876683932,-4.286259251122622,-4.286259251122622
0.9,10.9,1.5,7.77,14.8,0.0,16.715648357153245,0.0,16.715648357153245,-5.815648357153245,-5.815648357153245,-3.8770989047688302,-3.8770989047688302
1.06,12.9,1.5,8.44,15.24,0.0,17.420998823259247,0.0,17.420998823259247,-4.520998823259246,-4.520998823259246,-3.013999215506164,-3.013999215506164
1.22,14.7,1.5,8.64,15.11,0.0,17.405795012006777,0.0,17.405795012006777,-2.705795012006778,-2.705795012006778,-1.803863341337852,-1.803863341337852
1.47,16.8,1.5,8.08,15.9,0.0,17.835257217096704,0.0,17.835257217096704,-1.035257217096703,-1.035257217096703,-0.6901714780644687,-0.6901714780644687
1.79,20.1,1.5,6.91,14.91,0.0,16.433386747715762,0.0,16.433386747715762,3.6666132522842396,3.6666132522842396,2.44440883485616,2.44440883485616
