r_kpc,vobs,verr,vgas,vdisk,vbul,v_bary,v_qds_component,v_model,res_bary,res_qds,res_bary_norm,res_qds_norm
0.77,35.1,3.96,2.22,20.98,133.76,135.41353846643253,5.25528762081126,135.51547678393584,-100.31353846643253,-100.41547678393584,-25.33170163293751,-25.35744363230703
1.59,77.9,3.95,3.89,40.96,176.62,181.3490504524355,10.741705882893822,181.66689942109596,-103.4490504524355,-103.76689942109596,-26.189633025933038,-26.270101119264798
2.36,115.0,6.7,4.02,58.24,176.92,186.30282982284513,15.792193192689856,186.97095433739227,-71.30282982284513,-71.97095433739227,-10.642213406394795,-10.741933483192875
3.13,156.0,3.16,0.9,74.68,172.53,188.001365154618,20.746388406696042,189.14260739431901,-32.001365154617986,-33.142607394319015,-10.12701428943607,-10.488166896936397
3.95,192.0,3.14,0.0,91.45,173.49,196.11701252058683,25.918472040788718,197.82226819276227,-4.117012520586826,-5.822268192762266,-1.3111504842633204,-1.854225539096263
4.73,204.0,2.9,0.0,107.35,174.08,204.51862726900941,30.740832567919426,206.81602376742683,-0.5186272690094142,-2.8160237674268274,-0.17883698931359113,-0.9710426784230439
5.5,209.0,3.36,0.0,120.52,167.74,206.54727788087646,35.410018489484,209.56060557610917,2.4527221191235355,-0.5606055761091682,0.7299768211677189,-0.16684689765153815
6.27,220.0,3.25,0.0,132.68,159.21,207.24817610777666,39.99018217013555,211.0711282245884,12.751823892223342,8.928871775411608,3.9236381206841053,2.74734516166511
7.08,231.0,3.49,0.0,150.86,150.44,213.0514801638327,44.71406036774644,217.69308761320482,17.948519836167293,13.306912386795176,5.142842359933321,3.8128688787378726
7.86,235.0,4.65,0.24,170.8,142.84,222.65660376463126,49.17345731870441,228.02191145737388,12.343396235368743,6.978088542626125,2.654493814057794,1.5006642027152957
8.66,245.0,6.0,0.0,187.59,136.33,231.89626344553292,53.65775627599031,238.0231749401171,13.103736554467076,6.976825059882913,2.1839560924111794,1.1628041766471522
9.45,246.0,5.57,3.8,199.82,130.53,238.70599762050387,57.998857172472256,245.6510141100843,7.294002379496135,0.3489858899156957,1.3095156875217477,0.062654558333159
10.24,239.0,6.95,0.0,208.12,125.41,242.98477832983693,62.25506243021381,250.83320214475157,-3.984778329836928,-11.833202144751567,-0.5733493999765363,-1.702619013633319
11.02,240.0,7.16,3.35,212.98,120.9,244.92552521123642,66.3757232518478,253.7602205571352,-4.925525211236419,-13.760220557135199,-0.6879225155358127,-1.9218185135663686
11.79,240.0,4.85,15.63,214.9,116.92,245.14606523458622,70.365497842045,255.0448913163305,-5.146065234586217,-15.044891316330506,-1.0610443782651995,-3.102039446666084
12.47,246.0,7.68,22.51,214.77,113.67,244.03631266678326,73.8256363536517,254.95871525213963,1.9636873332167397,-8.958715252139626,0.25568845484592967,-1.166499381789014
13.34,241.0,6.21,30.77,213.03,109.94,241.6927334447604,78.16766514888882,254.0188207098616,-0.6927334447603926,-13.018820709861586,-0.11155127934949961,-2.0964284556942974
14.11,250.0,5.62,37.16,210.67,106.85,239.12264008244807,81.93261573121306,252.76983704658795,10.877359917551928,-2.769837046587952,1.9354732949380655,-0.4928535670085324
14.59,242.0,5.1,39.71,209.26,105.08,237.50460648164278,84.24318951424233,252.0026846673117,4.4953935183572185,-10.002684667311712,0.8814497094818076,-1.961310719080728
14.98,244.0,7.41,41.88,208.03,103.7,236.18659000883179,86.10022145195374,251.39083800742515,7.813409991168214,-7.390838007425145,1.0544412943546848,-0.9974140360897632
15.75,248.0,5.08,44.73,205.55,101.13,233.40705280689355,89.71393069368253,250.05487729798605,14.592947193106454,-2.054877297986053,2.872627400217806,-0.40450340511536476
16.52,249.0,5.22,46.3,203.07,98.75,230.50526544962048,93.2587413093744,248.65612847989252,18.49473455037952,0.34387152010748423,3.543052595858146,0.06587577013553338
17.1,246.0,6.35,46.79,201.06,97.06,228.11197097039866,95.88416068298507,247.4446272802877,17.88802902960134,-1.4446272802877047,2.8170124456065104,-0.22750035910042596
17.88,241.0,16.2,46.99,198.19,94.92,224.71569282095098,99.3554064635492,245.70030401596387,16.284307179049023,-4.700304015963866,1.005204146854878,-0.29014222320764604
18.65,247.0,14.6,47.18,195.23,92.94,221.31097781176604,102.71639364767084,243.98607834051367,25.689022188233963,3.0139216594863285,1.7595220676872578,0.20643299037577592
19.62,234.0,20.9,47.77,191.47,90.61,217.1471986924998,106.8593074393793,242.01615129247836,16.852801307500187,-8.016151292478355,0.8063541295454635,-0.3835479087310218
20.78,249.0,10.0,51.51,186.83,88.05,212.86505467079374,111.68360000847883,240.38460435488355,36.13494532920626,8.61539564511645,3.613494532920626,0.861539564511645
22.13,236.0,16.1,57.31,181.4,85.32,208.49436083501155,117.1247264867147,239.14033548230154,27.50563916498845,-3.1403354823015377,1.7084247928564253,-0.1950518933106545
23.0,245.0,22.1,59.87,177.88,83.69,205.49872846321944,120.53516780995103,238.24032840594612,39.501271536780564,6.759671594053884,1.7873878523430118,0.30586749294361465
23.58,243.0,4.2,61.24,175.64,82.65,203.54549786227156,122.76793262446778,237.70303948600628,39.45450213772844,5.296960513993724,9.393929080411533,1.2611810747604104
25.03,238.0,7.76,61.05,170.07,80.22,197.70218966920928,128.21023590346974,235.63535471236773,40.297810330790725,2.364645287632271,5.193016795204991,0.3047223308804473
25.9,247.0,6.14,60.16,166.98,78.87,194.22158196245852,131.3821705592066,234.48517573793112,52.778418037541485,12.514824262068885,8.595833556602848,2.038244993822294
