r_kpc,vobs,verr,vgas,vdisk,vbul,v_bary,v_qds_component,v_model,res_bary,res_qds,res_bary_norm,res_qds_norm
0.44,15.7,9.1,-2.08,12.26,0.0,12.435191996909417,15.576814781607167,19.931662217198433,3.2648080030905824,-4.2316622171984335,0.3587701102297343,-0.4650178260657619
1.32,44.5,9.1,-5.39,28.49,0.0,28.995382390994603,41.175888325171776,50.360559760262966,15.504617609005397,-5.860559760262966,1.703804132857736,-0.6440175560728534
2.2,69.4,9.1,-6.26,35.84,0.0,36.38259473979282,60.82053654225773,70.87193284571903,33.017405260207184,-1.4719328457190244,3.62828629233046,-0.16175086216692577
3.08,90.0,11.4,-3.53,40.15,0.0,40.30488059776384,75.8957775628482,85.93400055780792,49.69511940223616,4.06599944219208,4.359221000196154,0.35666661773614733
3.96,105.0,9.88,1.83,41.23,0.0,41.270592435776834,87.46446992717532,96.71243611677743,63.729407564223166,8.287563883222575,6.450344895164288,0.8388222553869003
4.84,113.0,16.2,8.4,42.44,0.0,43.26330546779799,96.34224792340387,105.61033251976161,69.73669453220201,7.389667480238387,4.304734230382841,0.45615231359496217
5.53,117.0,24.8,13.64,43.19,0.0,45.29266717692832,101.83278968115411,111.45107785143294,71.70733282307168,5.548922148567058,2.891424710607729,0.22374686082931686
7.48,124.0,9.1,27.27,47.2,0.0,54.511401559673736,112.39516290579799,124.91663437917653,69.48859844032626,-0.9166343791765286,7.636109718717171,-0.10072905265676138
8.37,127.0,9.1,32.13,48.6,0.0,58.26059474464709,115.50449642426886,129.3660913617782,68.7394052553529,-2.3660913617781887,7.5537807972915285,-0.2600100397558449
9.24,130.0,9.1,36.26,48.96,0.0,60.92511140736634,117.83665982905275,132.65499462767278,69.07488859263367,-2.654994627672778,7.590647098091613,-0.291757651392613
10.13,133.0,9.1,39.77,48.92,0.0,63.04616800409046,119.66773985328014,135.259703021973,69.95383199590954,-2.259703021972996,7.687234285264784,-0.24831901340362594
13.23,142.0,23.8,47.41,49.96,0.0,68.87459400969271,123.28471137542155,141.21908425889538,73.12540599030729,0.7809157411046215,3.0724960500129113,0.032811585760698384
