r_kpc,vobs,verr,vgas,vdisk,vbul,v_bary,v_qds_component,v_model,res_bary,res_qds,res_bary_norm,res_qds_norm
0.28,11.9,7.89,0.95,6.22,0.0,6.2921300050142,13.050203530771723,14.487881563381402,5.6078699949858,-2.5878815633814014,0.7107566533568822,-0.32799512843870743
0.87,34.8,7.89,2.93,17.64,0.0,17.881680569789854,35.641348740764585,39.875559432574754,16.918319430210143,-5.075559432574757,2.1442736920418435,-0.643290168894139
1.46,58.5,8.68,4.98,27.33,0.0,27.78001619869938,52.8902605123601,59.742020028329456,30.71998380130062,-1.2420200283294562,3.5391686407028367,-0.14308986501491433
2.05,81.5,14.2,7.2,35.16,0.0,35.88963081448456,66.06024169475191,75.17992506493364,45.61036918551544,6.3200749350663585,3.2119978299658762,0.4450756996525605
2.35,91.8,17.5,8.24,37.71,0.0,38.599762952640006,71.51153440529822,81.26402188545771,53.20023704735999,10.535978114542289,3.040013545563428,0.6020558922595594
4.76,114.0,8.68,16.62,45.06,0.0,48.02736719829643,96.26904853612878,107.58418892221812,65.97263280170357,6.415811077781882,7.600533732915158,0.7391487416799404
7.86,116.0,8.68,34.33,41.16,0.0,53.59752326367329,105.5997039900519,118.42293689478649,62.40247673632671,-2.4229368947864884,7.189225430452386,-0.2791401952518996
8.7,117.0,16.6,39.57,40.09,0.0,56.32932628746771,106.55133736765784,120.52460535026215,60.67067371253229,-3.5246053502621493,3.65485986220074,-0.212325623509768
10.18,118.0,51.9,39.57,38.11,0.0,54.93775568768714,107.55055900930012,120.76953151856202,63.06224431231286,-2.769531518562019,1.2150721447459125,-0.05336284236150325
10.47,118.0,40.3,39.57,37.78,0.0,54.70935294810203,107.67881978407799,120.78013715049319,63.29064705189797,-2.7801371504931893,1.5704875198982127,-0.06898603351099726
