r_kpc,vobs,verr,vgas,vdisk,vbul,v_bary,v_qds_component,v_model,res_bary,res_qds,res_bary_norm,res_qds_norm
0.1,13.9,3.84,2.8,7.62,0.0,8.118152499183543,9.032618323743952,12.144652888511676,5.781847500816458,1.7553471114883248,1.5056894533376193,0.4571216436167513
0.3,29.9,3.92,7.72,17.26,0.0,18.90782906628892,25.122159935063348,31.442470001622045,10.99217093371108,-1.5424700016220463,2.804125238191602,-0.3934872453117465
0.51,46.7,4.1,11.07,20.43,0.0,23.236389564646224,39.52958783632117,45.853223599976374,23.46361043535378,0.8467764000236286,5.722831813500922,0.20653082927405578
0.71,60.4,9.4,11.87,21.37,0.0,24.445322660991817,51.22891959721163,56.7624524055962,35.954677339008185,3.6375475944037987,3.8249656743625726,0.38697314834082963
