r_kpc,vobs,verr,vgas,vdisk,vbul,v_bary,v_qds_component,v_model,res_bary,res_qds,res_bary_norm,res_qds_norm
0.45,8.41,1.58,8.4,9.99,0.0,13.052206709978202,5.323495759016791,14.096088361537387,-4.642206709978202,-5.6860883615373865,-2.9381055126444315,-3.598790102238852
0.9,17.8,2.22,13.51,15.52,0.0,20.57645499108143,10.398864876790443,23.054866963956783,-2.7764549910814296,-5.254866963956783,-1.2506554013880313,-2.3670571909715235
1.35,26.0,2.35,16.7,20.76,0.0,26.643340631384795,15.23767246633722,30.69290247258104,-0.6433406313847954,-4.692902472581039,-0.27376197080204057,-1.9969797755663996
1.8,30.9,2.22,18.72,21.37,0.0,28.40977472631559,19.850944594005885,34.657976012374,2.490225273684409,-3.7579760123740016,1.1217230962542382,-1.6927819875558565
2.25,34.7,1.82,19.9,19.92,0.0,28.156995578363823,24.249193404291383,37.15965259200802,6.54300442163618,-2.4596525920080197,3.5950573745253736,-1.3514574681362745
2.69,38.8,1.81,20.61,18.76,0.0,27.869512015821158,28.3514156977089,39.75565962305612,10.93048798417884,-0.9556596230561212,6.038943637667867,-0.5279887420199564
3.14,42.5,1.57,20.73,17.36,0.0,27.03890715247197,32.35345993877431,42.16454517731543,15.461092847528029,0.33545482268456794,9.847829839189828,0.21366549215577574
3.59,45.6,1.59,20.61,16.32,0.0,26.289056658617476,36.168970022475165,44.713632065475366,19.310943341382526,0.8863679345246354,12.145247384517312,0.5574641097639216
4.04,48.8,1.83,20.38,15.37,0.0,25.52609057415569,39.806640253463726,47.287946754629544,23.27390942584431,1.5120532453704527,12.717983292811097,0.8262586040275698
4.49,51.8,1.91,19.9,14.49,0.0,24.616459940454476,43.27475969729585,49.786292559887414,27.18354005954552,2.013707440112583,14.232219926463625,1.0542970890641796
4.94,54.8,2.19,19.43,13.72,0.0,23.785779364990336,46.581231068511286,52.30271874250937,31.01422063500966,2.497281257490627,14.161744582196192,1.1403110764797384
5.39,56.6,2.73,18.84,13.04,0.0,22.912599154177162,49.73358873834609,54.75780354246274,33.687400845822836,1.8421964575372627,12.339707269532175,0.6747972371931366
5.84,58.4,3.27,18.25,12.45,0.0,22.092193191261025,52.73901590311035,57.17926895675151,36.307806808738974,1.2207310432484917,11.10330483447675,0.3733122456417406
6.29,58.5,3.95,17.65,11.93,0.0,21.303694515271285,55.60436095235292,59.54571652872732,37.19630548472871,-1.0457165287273185,9.416786198665497,-0.2647383617031186
6.74,57.7,4.07,17.06,11.48,0.0,20.562927807099843,58.336153074110385,61.854189474004414,37.13707219290016,-4.154189474004411,9.124587762383332,-1.0206853744482582
7.19,57.3,3.94,16.47,11.08,0.0,19.850120906432785,60.94061713279991,64.09201289183002,37.44987909356721,-6.792012891830026,9.505045455220104,-1.7238611400583823
