galaxy,n,chi2_bary,redchi2_bary,chi2_qds,redchi2_qds,improve_pct,v0,lam,out_csv
UGC04278,25,789.474,31.579,10.2897,0.44738,98.583,183.449,11.5584,/data/data/com.termux/files/home/OMEGA_EMPIRE/UV_QDS/data/rotmods_rc/qds_fit_out_flatboost_20251213_003324/UGC04278_QDS_bestfit.csv
UGC04305,22,51.495,2.34068,51.495,2.57475,-10.000,0,0.2,/data/data/com.termux/files/home/OMEGA_EMPIRE/UV_QDS/data/rotmods_rc/qds_fit_out_flatboost_20251213_003324/UGC04305_QDS_bestfit.csv
UGC04325,8,1071.73,133.966,4.61782,0.769637,99.425,76.0475,0.953427,/data/data/com.termux/files/home/OMEGA_EMPIRE/UV_QDS/data/rotmods_rc/qds_fit_out_flatboost_20251213_003324/UGC04325_QDS_bestfit.csv
UGC04483,8,171.811,21.4763,6.7636,1.12727,94.751,35.3695,1.28673,/data/data/com.termux/files/home/OMEGA_EMPIRE/UV_QDS/data/rotmods_rc/qds_fit_out_flatboost_20251213_003324/UGC04483_QDS_bestfit.csv
UGC04499,9,552.482,61.3869,5.56294,0.794706,98.705,62.9049,2.94483,/data/data/com.termux/files/home/OMEGA_EMPIRE/UV_QDS/data/rotmods_rc/qds_fit_out_flatboost_20251213_003324/UGC04499_QDS_bestfit.csv
UGC05005,11,117.888,10.7171,0.707458,0.0786064,99.267,101.544,11.7936,/data/data/com.termux/files/home/OMEGA_EMPIRE/UV_QDS/data/rotmods_rc/qds_fit_out_flatboost_20251213_003324/UGC05005_QDS_bestfit.csv
UGC05253,73,12202.1,167.152,8214.88,115.703,30.780,209.965,24.2891,/data/data/com.termux/files/home/OMEGA_EMPIRE/UV_QDS/data/rotmods_rc/qds_fit_out_flatboost_20251213_003324/UGC05253_QDS_bestfit.csv
UGC05414,6,156.681,26.1134,0.854101,0.213525,99.182,102.192,6.91829,/data/data/com.termux/files/home/OMEGA_EMPIRE/UV_QDS/data/rotmods_rc/qds_fit_out_flatboost_20251213_003324/UGC05414_QDS_bestfit.csv
UGC05716,12,23629.6,1969.13,23.735,2.3735,99.879,66.9724,2.70956,/data/data/com.termux/files/home/OMEGA_EMPIRE/UV_QDS/data/rotmods_rc/qds_fit_out_flatboost_20251213_003324/UGC05716_QDS_bestfit.csv
UGC05721,23,1439.42,62.5836,11.4736,0.546364,99.127,73.4584,0.891809,/data/data/com.termux/files/home/OMEGA_EMPIRE/UV_QDS/data/rotmods_rc/qds_fit_out_flatboost_20251213_003324/UGC05721_QDS_bestfit.csv
UGC05750,11,86.201,7.83645,1.64415,0.182683,97.669,71.6707,6.30397,/data/data/com.termux/files/home/OMEGA_EMPIRE/UV_QDS/data/rotmods_rc/qds_fit_out_flatboost_20251213_003324/UGC05750_QDS_bestfit.csv
UGC05764,10,19741.7,1974.17,26.1427,3.26784,99.834,50.4307,0.660272,/data/data/com.termux/files/home/OMEGA_EMPIRE/UV_QDS/data/rotmods_rc/qds_fit_out_flatboost_20251213_003324/UGC05764_QDS_bestfit.csv
UGC05829,11,187.509,17.0463,1.36884,0.152094,99.108,58.0791,2.94483,/data/data/com.termux/files/home/OMEGA_EMPIRE/UV_QDS/data/rotmods_rc/qds_fit_out_flatboost_20251213_003324/UGC05829_QDS_bestfit.csv
UGC05918,8,174.95,21.8688,0.267853,0.0446422,99.796,37.0322,1.06266,/data/data/com.termux/files/home/OMEGA_EMPIRE/UV_QDS/data/rotmods_rc/qds_fit_out_flatboost_20251213_003324/UGC05918_QDS_bestfit.csv
UGC05986,15,2612.38,174.158,21.8658,1.68198,99.034,111.162,3.55915,/data/data/com.termux/files/home/OMEGA_EMPIRE/UV_QDS/data/rotmods_rc/qds_fit_out_flatboost_20251213_003324/UGC05986_QDS_bestfit.csv
UGC05999,5,276.667,55.3333,5.24355,1.74785,96.841,94.647,7.06207,/data/data/com.termux/files/home/OMEGA_EMPIRE/UV_QDS/data/rotmods_rc/qds_fit_out_flatboost_20251213_003324/UGC05999_QDS_bestfit.csv
UGC06399,9,354.489,39.3876,0.745097,0.106442,99.730,81.8751,3.32388,/data/data/com.termux/files/home/OMEGA_EMPIRE/UV_QDS/data/rotmods_rc/qds_fit_out_flatboost_20251213_003324/UGC06399_QDS_bestfit.csv
UGC06446,17,1211.57,71.2691,4.71627,0.314418,99.559,71.8792,1.63777,/data/data/com.termux/files/home/OMEGA_EMPIRE/UV_QDS/data/rotmods_rc/qds_fit_out_flatboost_20251213_003324/UGC06446_QDS_bestfit.csv
UGC06614,13,209.375,16.1057,71.2137,6.47397,59.803,222.302,40,/data/data/com.termux/files/home/OMEGA_EMPIRE/UV_QDS/data/rotmods_rc/qds_fit_out_flatboost_20251213_003324/UGC06614_QDS_bestfit.csv
UGC06628,7,6.67031,0.952902,6.67031,1.33406,-40.000,0,0.2,/data/data/com.termux/files/home/OMEGA_EMPIRE/UV_QDS/data/rotmods_rc/qds_fit_out_flatboost_20251213_003324/UGC06628_QDS_bestfit.csv
UGC06667,9,1737.86,193.095,1.21575,0.173679,99.910,82.1256,2.1886,/data/data/com.termux/files/home/OMEGA_EMPIRE/UV_QDS/data/rotmods_rc/qds_fit_out_flatboost_20251213_003324/UGC06667_QDS_bestfit.csv
UGC06786,45,27137.8,603.063,183.378,4.26461,99.293,209.672,10.1859,/data/data/com.termux/files/home/OMEGA_EMPIRE/UV_QDS/data/rotmods_rc/qds_fit_out_flatboost_20251213_003324/UGC06786_QDS_bestfit.csv
UGC06787,71,42857,603.62,3325.74,48.1991,92.015,228.414,12.1727,/data/data/com.termux/files/home/OMEGA_EMPIRE/UV_QDS/data/rotmods_rc/qds_fit_out_flatboost_20251213_003324/UGC06787_QDS_bestfit.csv
UGC06818,8,106.958,13.3697,22.7734,3.79556,71.611,148.8,13.9241,/data/data/com.termux/files/home/OMEGA_EMPIRE/UV_QDS/data/rotmods_rc/qds_fit_out_flatboost_20251213_003324/UGC06818_QDS_bestfit.csv
UGC06917,11,596.961,54.2692,5.59272,0.621413,98.855,91.8621,3.93819,/data/data/com.termux/files/home/OMEGA_EMPIRE/UV_QDS/data/rotmods_rc/qds_fit_out_flatboost_20251213_003324/UGC06917_QDS_bestfit.csv
UGC06923,6,58.347,9.7245,6.34659,1.58665,83.684,132.104,9.0488,/data/data/com.termux/files/home/OMEGA_EMPIRE/UV_QDS/data/rotmods_rc/qds_fit_out_flatboost_20251213_003324/UGC06923_QDS_bestfit.csv
UGC06930,10,260.047,26.0047,2.332,0.2915,98.879,80.6135,3.32388,/data/data/com.termux/files/home/OMEGA_EMPIRE/UV_QDS/data/rotmods_rc/qds_fit_out_flatboost_20251213_003324/UGC06930_QDS_bestfit.csv
UGC06973,9,3515.09,390.566,3515.09,502.156,-28.571,0,0.2,/data/data/com.termux/files/home/OMEGA_EMPIRE/UV_QDS/data/rotmods_rc/qds_fit_out_flatboost_20251213_003324/UGC06973_QDS_bestfit.csv
UGC06983,17,1103.94,64.9376,6.87093,0.458062,99.295,93.5172,2.94483,/data/data/com.termux/files/home/OMEGA_EMPIRE/UV_QDS/data/rotmods_rc/qds_fit_out_flatboost_20251213_003324/UGC06983_QDS_bestfit.csv
UGC07089,12,76.0828,6.34023,2.26346,0.226346,96.430,158.2,20.7862,/data/data/com.termux/files/home/OMEGA_EMPIRE/UV_QDS/data/rotmods_rc/qds_fit_out_flatboost_20251213_003324/UGC07089_QDS_bestfit.csv
UGC07125,13,475.017,36.5398,7.00895,0.637177,98.256,48.516,5.31061,/data/data/com.termux/files/home/OMEGA_EMPIRE/UV_QDS/data/rotmods_rc/qds_fit_out_flatboost_20251213_003324/UGC07125_QDS_bestfit.csv
UGC07151,11,394.979,35.9072,8.76765,0.974183,97.287,52.5517,1.63777,/data/data/com.termux/files/home/OMEGA_EMPIRE/UV_QDS/data/rotmods_rc/qds_fit_out_flatboost_20251213_003324/UGC07151_QDS_bestfit.csv
UGC07232,4,30.4581,7.61451,3.6632,1.8316,75.946,77.0181,1.66111,/data/data/com.termux/files/home/OMEGA_EMPIRE/UV_QDS/data/rotmods_rc/qds_fit_out_flatboost_20251213_003324/UGC07232_QDS_bestfit.csv
UGC07261,7,108.297,15.471,3.71332,0.742664,95.200,57.731,1.57241,/data/data/com.termux/files/home/OMEGA_EMPIRE/UV_QDS/data/rotmods_rc/qds_fit_out_flatboost_20251213_003324/UGC07261_QDS_bestfit.csv
UGC07323,10,71.4624,7.14624,2.97516,0.371895,94.796,171.2,16.0546,/data/data/com.termux/files/home/OMEGA_EMPIRE/UV_QDS/data/rotmods_rc/qds_fit_out_flatboost_20251213_003324/UGC07323_QDS_bestfit.csv
UGC07399,10,2380.22,238.022,3.87714,0.484643,99.796,93.0154,1.28673,/data/data/com.termux/files/home/OMEGA_EMPIRE/UV_QDS/data/rotmods_rc/qds_fit_out_flatboost_20251213_003324/UGC07399_QDS_bestfit.csv
UGC07524,31,1932.55,62.3405,7.77723,0.26818,99.570,66.1593,2.94483,/data/data/com.termux/files/home/OMEGA_EMPIRE/UV_QDS/data/rotmods_rc/qds_fit_out_flatboost_20251213_003324/UGC07524_QDS_bestfit.csv
UGC07559,7,30.9048,4.41498,1.32856,0.265713,93.982,55.3448,4.31724,/data/data/com.termux/files/home/OMEGA_EMPIRE/UV_QDS/data/rotmods_rc/qds_fit_out_flatboost_20251213_003324/UGC07559_QDS_bestfit.csv
UGC07577,9,2.79064,0.310071,2.79064,0.398663,-28.571,0,0.2,/data/data/com.termux/files/home/OMEGA_EMPIRE/UV_QDS/data/rotmods_rc/qds_fit_out_flatboost_20251213_003324/UGC07577_QDS_bestfit.csv
UGC07603,12,952.345,79.3621,6.66042,0.666042,99.161,64.2312,1.63777,/data/data/com.termux/files/home/OMEGA_EMPIRE/UV_QDS/data/rotmods_rc/qds_fit_out_flatboost_20251213_003324/UGC07603_QDS_bestfit.csv
UGC07608,8,167.778,20.9722,0.685208,0.114201,99.455,74.6483,2.56578,/data/data/com.termux/files/home/OMEGA_EMPIRE/UV_QDS/data/rotmods_rc/qds_fit_out_flatboost_20251213_003324/UGC07608_QDS_bestfit.csv
UGC07690,7,63.7467,9.10668,1.42148,0.284296,96.878,41.4235,1.06266,/data/data/com.termux/files/home/OMEGA_EMPIRE/UV_QDS/data/rotmods_rc/qds_fit_out_flatboost_20251213_003324/UGC07690_QDS_bestfit.csv
UGC07866,7,23.6458,3.37797,0.313681,0.0627361,98.143,25.6539,1.01505,/data/data/com.termux/files/home/OMEGA_EMPIRE/UV_QDS/data/rotmods_rc/qds_fit_out_flatboost_20251213_003324/UGC07866_QDS_bestfit.csv
UGC08286,17,5407.46,318.086,21.4333,1.42889,99.551,72.3679,1.35021,/data/data/com.termux/files/home/OMEGA_EMPIRE/UV_QDS/data/rotmods_rc/qds_fit_out_flatboost_20251213_003324/UGC08286_QDS_bestfit.csv
UGC08490,30,3224.25,107.475,5.69238,0.203299,99.811,71.8138,1.28673,/data/data/com.termux/files/home/OMEGA_EMPIRE/UV_QDS/data/rotmods_rc/qds_fit_out_flatboost_20251213_003324/UGC08490_QDS_bestfit.csv
UGC08550,11,1594.94,144.995,5.21167,0.579075,99.601,51.4031,1.28673,/data/data/com.termux/files/home/OMEGA_EMPIRE/UV_QDS/data/rotmods_rc/qds_fit_out_flatboost_20251213_003324/UGC08550_QDS_bestfit.csv
UGC08699,41,1875.11,45.7343,477.853,12.2526,73.209,192.646,15.4403,/data/data/com.termux/files/home/OMEGA_EMPIRE/UV_QDS/data/rotmods_rc/qds_fit_out_flatboost_20251213_003324/UGC08699_QDS_bestfit.csv
UGC08837,8,56.2234,7.02792,18.9372,3.1562,55.091,96,11.9374,/data/data/com.termux/files/home/OMEGA_EMPIRE/UV_QDS/data/rotmods_rc/qds_fit_out_flatboost_20251213_003324/UGC08837_QDS_bestfit.csv
UGC09037,22,813.187,36.963,800.204,40.0102,-8.244,113.392,40,/data/data/com.termux/files/home/OMEGA_EMPIRE/UV_QDS/data/rotmods_rc/qds_fit_out_flatboost_20251213_003324/UGC09037_QDS_bestfit.csv
UGC09133,68,59213.8,870.791,4897.84,74.2097,91.478,193.806,26.7464,/data/data/com.termux/files/home/OMEGA_EMPIRE/UV_QDS/data/rotmods_rc/qds_fit_out_flatboost_20251213_003324/UGC09133_QDS_bestfit.csv
UGC09992,5,5.41176,1.08235,0.0299191,0.00997302,99.079,18.2708,0.2,/data/data/com.termux/files/home/OMEGA_EMPIRE/UV_QDS/data/rotmods_rc/qds_fit_out_flatboost_20251213_003324/UGC09992_QDS_bestfit.csv
UGC10310,7,138.475,19.7821,0.486017,0.0972034,99.509,55.531,1.63777,/data/data/com.termux/files/home/OMEGA_EMPIRE/UV_QDS/data/rotmods_rc/qds_fit_out_flatboost_20251213_003324/UGC10310_QDS_bestfit.csv
UGC11455,36,1415.49,39.3191,1344.04,39.5307,-0.538,160.552,40,/data/data/com.termux/files/home/OMEGA_EMPIRE/UV_QDS/data/rotmods_rc/qds_fit_out_flatboost_20251213_003324/UGC11455_QDS_bestfit.csv
UGC11557,12,79.3798,6.61498,79.3798,7.93798,-20.000,0,0.2,/data/data/com.termux/files/home/OMEGA_EMPIRE/UV_QDS/data/rotmods_rc/qds_fit_out_flatboost_20251213_003324/UGC11557_QDS_bestfit.csv
UGC11820,10,10139.7,1013.97,32.7246,4.09058,99.597,75.7138,5.31061,/data/data/com.termux/files/home/OMEGA_EMPIRE/UV_QDS/data/rotmods_rc/qds_fit_out_flatboost_20251213_003324/UGC11820_QDS_bestfit.csv
UGC11914,65,961.618,14.7941,961.618,15.2638,-3.175,0,0.2,/data/data/com.termux/files/home/OMEGA_EMPIRE/UV_QDS/data/rotmods_rc/qds_fit_out_flatboost_20251213_003324/UGC11914_QDS_bestfit.csv
UGC12506,31,1070.72,34.5392,15.1848,0.523614,98.484,175.862,1.66111,/data/data/com.termux/files/home/OMEGA_EMPIRE/UV_QDS/data/rotmods_rc/qds_fit_out_flatboost_20251213_003324/UGC12506_QDS_bestfit.csv
UGC12632,15,1266.48,84.4321,0.887457,0.0682659,99.919,61.4447,2.1886,/data/data/com.termux/files/home/OMEGA_EMPIRE/UV_QDS/data/rotmods_rc/qds_fit_out_flatboost_20251213_003324/UGC12632_QDS_bestfit.csv
UGC12732,16,1975.17,123.448,11.4796,0.819973,99.336,81.1034,3.55915,/data/data/com.termux/files/home/OMEGA_EMPIRE/UV_QDS/data/rotmods_rc/qds_fit_out_flatboost_20251213_003324/UGC12732_QDS_bestfit.csv
UGCA281,7,108.299,15.4713,3.6357,0.72714,95.300,50.8621,1.57241,/data/data/com.termux/files/home/OMEGA_EMPIRE/UV_QDS/data/rotmods_rc/qds_fit_out_flatboost_20251213_003324/UGCA281_QDS_bestfit.csv
UGCA442,8,3936.44,492.055,3.81792,0.63632,99.871,56.4902,2.1886,/data/data/com.termux/files/home/OMEGA_EMPIRE/UV_QDS/data/rotmods_rc/qds_fit_out_flatboost_20251213_003324/UGCA442_QDS_bestfit.csv
UGCA444,36,426.164,11.8379,5.77464,0.169842,98.565,33.5078,1.01505,/data/data/com.termux/files/home/OMEGA_EMPIRE/UV_QDS/data/rotmods_rc/qds_fit_out_flatboost_20251213_003324/UGCA444_QDS_bestfit.csv
