r_kpc,vobs,verr,vgas,vdisk,vbul,v_bary,v_qds_component,v_model,res_bary,res_qds,res_bary_norm,res_qds_norm
1.74,54.7,8.3,0.0,52.62,0.0,52.62,32.85385323213464,62.03418470648779,2.0800000000000054,-7.33418470648779,0.25060240963855485,-0.8836367116250348
3.5,85.4,7.0,5.24,59.95,0.0,60.17856844425597,52.48792911206962,79.85263178176187,25.221431555744033,5.547368218238134,3.603061650820576,0.7924811740340191
5.24,93.8,6.2,17.89,62.66,0.0,65.16385270991886,63.95043381446652,91.30161929045104,28.63614729008114,2.498380709548954,4.618733433884055,0.4029646305724119
6.98,98.7,5.2,25.97,65.09,0.0,70.07959046683992,70.74141808805787,99.57658978449403,28.620409533160085,-0.8765897844940298,5.503924910223093,-0.1685749585565442
8.72,103.0,5.2,29.85,66.99,0.0,73.33950231628245,74.76475056220043,104.7303706029347,29.66049768371755,-1.7303706029346984,5.703941862253375,-0.33276357748744195
10.47,107.0,5.2,34.48,67.16,0.0,75.49394677720856,77.15879124839687,107.94820548260024,31.506053222791436,-0.948205482600244,6.058856388998353,-0.1823472081923546
12.19,109.0,5.2,40.3,63.93,0.0,75.57205105063643,78.55438393141559,109.0042482421866,33.42794894936357,-0.0042482421866054665,6.428451721031455,-0.000816969651270282
13.94,108.0,7.4,42.57,59.68,0.0,73.30693896214737,79.39722271856682,108.06399157638822,34.69306103785263,-0.06399157638821862,4.688251491601706,-0.008647510322732246
15.68,108.0,7.4,40.84,54.03,0.0,67.72847628582826,79.89289965763976,104.73787240394802,40.271523714171735,3.2621275960519824,5.442097799212396,0.44082805352053817
16.61,108.0,7.4,39.98,51.7,0.0,65.35510997619085,80.068761102445,103.35519776228193,42.644890023809154,4.644802237718068,5.762822976190426,0.6276759780700091
