r_kpc,vobs,verr,vgas,vdisk,vbul,v_bary,v_qds_component,v_model,res_bary,res_qds,res_bary_norm,res_qds_norm
0.25,4.25,2.0,1.87,2.88,0.0,3.433846240005513,3.2387392327710307,4.720247008143778,0.8161537599944868,-0.47024700814377773,0.4080768799972434,-0.23512350407188887
0.41,6.84,2.0,3.32,3.93,0.0,5.14463798532025,5.206199637368742,7.3192769222197365,1.6953620146797501,-0.4792769222197366,0.8476810073398751,-0.2396384611098683
0.57,9.56,2.0,4.8,4.8,0.0,6.788225099390856,7.095328519839252,9.819556344583205,2.7717749006091443,-0.25955634458320453,1.3858874503045722,-0.12977817229160227
0.74,12.3,2.0,6.44,6.36,0.0,9.051143574156804,9.02018598584223,12.778378426826487,3.248856425843197,-0.47837842682648635,1.6244282129215986,-0.23918921341324317
0.9,15.1,2.0,8.03,7.43,0.0,10.940100547984008,10.757466650503545,15.343040400673393,4.159899452015992,-0.24304040067339372,2.079949726007996,-0.12152020033669686
1.07,17.5,2.0,9.79,8.56,0.0,13.004526135157713,12.527604034429844,18.05709176039882,4.495473864842287,-0.5570917603988192,2.2477369324211436,-0.2785458801994096
1.24,19.7,2.0,11.57,9.52,0.0,14.983167221919402,14.222955653440613,20.658842356718303,4.716832778080597,-0.9588423567183035,2.3584163890402987,-0.47942117835915177
1.4,21.8,2.0,13.11,10.08,0.0,16.537185371156724,15.753095749281384,22.83940729717011,5.262814628843277,-1.0394072971701078,2.6314073144216383,-0.5197036485850539
1.57,24.4,2.0,14.44,10.55,0.0,17.883402920026153,17.312174970841927,24.890309403883386,6.516597079973845,-0.49030940388338706,3.2582985399869226,-0.24515470194169353
1.72,27.3,2.0,15.54,10.95,0.0,19.01036822368257,18.633040605793276,26.619246837901727,8.289631776317432,0.6807531620982736,4.144815888158716,0.3403765810491368
1.89,30.3,2.0,16.53,11.36,0.0,20.057180759019946,20.070446288924234,28.374518748986606,10.242819240980054,1.9254812510133945,5.121409620490027,0.9627406255066973
2.06,32.6,2.0,17.3,11.57,0.0,20.81237372334064,21.4471236441395,29.8853477913008,11.78762627665936,2.714652208699203,5.89381313832968,1.3573261043496014
2.46,33.3,2.0,18.07,12.23,0.0,21.81966544198146,24.46128900062943,32.778841644760945,11.480334558018537,0.5211583552390522,5.740167279009269,0.2605791776195261
2.79,34.6,2.0,18.07,12.94,0.0,22.22540213359479,26.727550876358524,34.76104825589029,12.37459786640521,-0.16104825589028593,6.187298933202605,-0.08052412794514296
3.13,34.2,2.0,17.41,12.45,0.0,21.403518402356188,28.872119248139207,35.940365466683424,12.796481597643815,-1.7403654666834214,6.398240798821908,-0.8701827333417107
