r_kpc,vobs,verr,vgas,vdisk,vbul,v_bary,v_qds_component,v_model,res_bary,res_qds,res_bary_norm,res_qds_norm
0.1,6.29,4.62,-1.13,1.96,0.0,2.262410219213129,2.8225623618700717,3.617368972975463,4.027589780786871,2.6726310270245373,0.871772679823998,0.5784915642910253
0.3,13.9,4.62,-2.45,6.31,0.0,6.768943787622999,8.052126179378003,10.519284006462826,7.131056212377001,3.3807159935371747,1.5435186606876625,0.73175670855783
0.49,15.6,4.62,-0.64,9.67,0.0,9.691155761827378,12.548010605685517,15.854686063129607,5.908844238172621,-0.25468606312960773,1.2789706143230781,-0.05512685349125708
0.69,18.4,4.62,2.49,13.92,0.0,14.140951170271396,16.83107482228589,21.98298386646785,4.259048829728602,-3.5829838664678526,0.921872041066797,-0.7755376334346001
0.89,22.5,4.62,1.87,15.16,0.0,15.274897708331798,20.697302871540273,25.723546531461583,7.225102291668202,-3.223546531461583,1.5638749549065372,-0.6977373444722041
1.09,26.5,4.62,4.97,16.41,0.0,17.146107429967888,24.187262062650873,29.648147430950054,9.353892570032112,-3.148147430950054,2.024652071435522,-0.6814171928463321
1.29,35.3,4.62,9.29,17.34,0.0,19.671799612643476,27.337571615127043,33.679704894969014,15.628200387356522,1.6202951050309835,3.3827273565706757,0.3507132261971826
1.48,40.5,4.62,13.62,18.34,0.0,22.844255295369116,30.04590985312845,37.74409488784068,17.655744704630884,2.7559051121593185,3.821589762907118,0.5965162580431426
1.68,44.2,4.89,16.26,19.12,0.0,25.09904380648793,32.626044370323214,41.163342566588284,19.100956193512072,3.036657433411719,3.906126010943164,0.6209933401659957
1.88,46.3,4.62,18.16,19.54,0.0,26.6757792763398,34.95507516154155,43.97106411663265,19.624220723660198,2.3289358833673504,4.247666823303073,0.504098676053539
2.08,46.4,4.62,19.64,19.1,0.0,27.395977806970134,37.057440131388496,46.084633763234386,19.004022193029865,0.3153662367656125,4.113424717106032,0.06826109020900703
2.27,46.3,4.62,20.17,18.77,0.0,27.55252801468497,38.86485471818544,47.64051565910744,18.747471985315027,-1.3405156591074459,4.0578943691158065,-0.29015490456871124
2.37,46.4,6.73,20.59,18.61,0.0,27.75392224533318,39.74781618277362,48.478542586381046,18.64607775466682,-2.0785425863810474,2.770591048241726,-0.3088473382438406
2.98,46.9,8.65,22.17,17.21,0.0,28.065868951450625,44.256588836607776,52.40552123061611,18.834131048549374,-5.505521230616111,2.1773561905837426,-0.6364764428457932
